Date,Ticker,gross_profit,total_assets,gross_profit_assets,equity,asset_growth_yoy,dividend_payout_pct,eps
2014-06-01,IDBI.NS,-1176.0,328950.0,-0.003575011399908801,23632.0,,14.0,7.18
2014-06-01,IDEA.NS,8282.0,46557.0,0.177889468823163,16525.0,,7.0,1.8
2014-06-01,INDHOTEL.NS,562.0,9514.0,0.059070842968257306,2637.0,0.10185442963102641,0.0,-5.14
2014-06-01,INDIANB.NS,204.0,187388.0,0.0010886502871048306,14024.0,0.1369076726978299,18.0,25.58
2014-06-01,INDUSTOWER.NS,4400.0,28636.0,0.15365274479675933,18038.0,0.06950382979183446,55.0,8.03
2014-06-01,IOC.NS,17222.0,265953.0,0.06475580271702143,67913.0,0.21997737190884112,30.0,4.86
2014-06-01,IPCALAB.NS,743.0,3211.0,0.23139208969168484,1959.0,0.20264872819003574,13.0,18.96
2014-06-01,IRFC.NS,1572.0,83930.0,0.01872989395925176,7562.0,0.10223206679161698,6.0,209.04
2014-06-01,ITC.NS,13080.0,40848.0,0.3202115158636898,27237.0,0.06764070521009966,54.0,7.45
2014-06-01,JINDALSTEL.NS,5799.0,68913.0,0.08414957990509773,22610.0,0.1250597920220515,7.0,20.88
2014-06-01,JSWENERGY.NS,3255.0,19244.0,0.169143629183122,6571.0,0.13288780944048031,43.0,4.6
2014-06-01,JSWSTEEL.NS,9169.0,77640.0,0.1180963420917053,21174.0,-0.12058521618481462,74.0,1.87
2014-06-01,JUBLFOOD.NS,250.0,862.0,0.2900232018561485,550.0,0.18716910619744628,0.0,1.81
2014-06-01,KOTAKBANK.NS,-1379.0,122197.0,-0.011285056097940211,19084.0,-0.012348645110323386,2.0,3.2
2014-06-01,LALPATHLAB.NS,139.0,352.0,0.39488636363636365,205.0,0.11671673853146744,7.0,74.38
2014-06-01,LAURUSLABS.NS,208.0,1273.0,0.1633935585231736,296.0,-0.002566401434495125,0.0,12.64
2014-06-01,LICHSGFIN.NS,1808.0,95862.0,0.018860445223341887,7586.0,-0.0383784617758235,17.0,26.12
2014-06-01,LT.NS,14086.0,168881.0,0.0834078433926848,37711.0,-0.05742018477371068,27.0,35.41
2014-06-01,LUPIN.NS,3015.0,10135.0,0.29748396645288605,6932.0,0.10554197229013855,15.0,40.96
2014-06-01,M&M.NS,10170.0,87889.0,0.11571413942586672,23307.0,0.1131513055919876,18.0,37.89
2014-06-01,MANAPPURAM.NS,396.0,10838.0,0.03653810666174571,2492.0,,67.0,2.69
2014-06-01,MARICO.NS,748.0,2965.0,0.25227655986509273,1360.0,,46.0,3.76
2014-06-01,MCX.NS,146.0,1743.0,0.08376362593230063,1146.0,0.34671713016290934,33.0,6.01
2014-06-01,METROPOLIS.NS,104.0,391.0,0.2659846547314578,302.0,-0.07592829705505762,2.0,14.32
2014-06-01,MFSL.NS,452.0,29117.0,0.015523577291616582,2984.0,0.04497842005722322,69.0,5.24
2014-06-01,MINDTREE.NS,610.0,2099.0,0.2906145783706527,1641.0,0.10528581267217631,23.0,27.03
2014-06-01,MOTHERSON.NS,2397.0,15244.0,0.15724219364996064,2959.0,0.05255839822024472,29.0,1.14
2014-06-01,MOTILALOFS.NS,141.0,1848.0,0.0762987012987013,1170.0,0.12393044438310792,70.0,0.72
2014-06-01,NATCOPHARM.NS,179.0,1196.0,0.1496655518394649,726.0,0.20260735647004047,16.0,6.21
2014-06-01,NAUKRI.NS,97.0,1060.0,0.09150943396226414,672.0,0.14307268433482026,30.0,1.64
2014-06-01,NAVINFLUOR.NS,66.0,779.0,0.08472400513478819,556.0,0.5936147186147186,24.0,13.47
2014-06-01,NHPC.NS,4342.0,61427.0,0.07068552916469956,28246.0,0.055587392550143264,27.0,1.1
2014-06-01,NIACL.NS,-3409.0,54379.0,-0.06268964122179518,17587.0,0.05428122119190933,27.0,20.75
2014-06-01,NMDC.NS,7723.0,31444.0,0.2456112453886274,29946.0,0.13602171637885924,53.0,5.36
2014-06-01,NTPC.NS,19727.0,200118.0,0.09857683966459789,87329.0,0.25078826981610075,42.0,11.53
2014-06-01,OBEROIRLTY.NS,435.0,5487.0,0.07927829414980864,4396.0,0.2722283205268935,21.0,9.48
2014-06-01,ONGC.NS,49130.0,324976.0,0.15118039485992812,172152.0,0.2644909887968826,31.0,20.65
2014-06-01,PAGEIND.NS,256.0,686.0,0.37317784256559766,289.0,0.14727272727272728,44.0,137.87
2014-06-01,PATANJALI.NS,609.0,14095.0,0.043206810925860234,2366.0,0.479664570230608,,0.0
2014-06-01,PEL.NS,-402.0,21495.0,-0.01870202372644801,9322.0,0.07173804462719681,-181.0,-24.58
2014-06-01,PFC.NS,7607.0,194320.0,0.0391467682173734,27522.0,0.07541044318485154,22.0,16.55
2014-06-01,PIDILITIND.NS,672.0,2928.0,0.22950819672131148,1952.0,0.03286701500084274,31.0,4.39
2014-06-01,PIIND.NS,295.0,1318.0,0.22382397572078908,695.0,0.033084753388448344,14.0,13.81
2014-06-01,PNB.NS,626.0,574820.0,0.0010890365679691034,38093.0,0.22357019064124783,10.0,19.98
2014-06-01,POLYCAB.NS,299.0,2763.0,0.10821570756424177,1483.0,0.4784789566712846,8.0,12.65
2014-06-01,POWERGRID.NS,12967.0,141480.0,0.0916525303929884,34698.0,0.10141509433962265,30.0,4.89
2014-06-01,PRESTIGE.NS,720.0,9342.0,0.07707129094412331,2979.0,0.06810203604025275,17.0,8.98
2014-06-01,RAJESHEXPO.NS,783.0,11238.0,0.06967431927389216,2743.0,0.042408066429418745,8.0,12.11
2014-06-01,RAMCOCEM.NS,564.0,6846.0,0.08238387379491674,2459.0,0.13560300057703403,21.0,4.81
2014-06-01,SAIL.NS,4157.0,94072.0,0.04418955693511353,43285.0,0.17681597047475256,31.0,6.42
2014-06-01,SBIN.NS,-14614.0,2395556.0,-0.006100462690081134,147371.0,0.005080693365212194,16.0,18.99
2014-06-01,SOLARINDS.NS,205.0,1352.0,0.15162721893491124,661.0,0.13742690058479531,0.0,13.09
2014-06-01,SRF.NS,505.0,5469.0,0.09233863594807094,2066.0,0.13057639163047768,36.0,5.66
2014-06-01,SUNPHARMA.NS,7003.0,29095.0,0.24069427736724522,18525.0,0.19556845068476592,10.0,15.17
2014-06-01,SUNTV.NS,1508.0,3564.0,0.42312008978675647,3095.0,0.17763150828243857,50.0,18.98
2014-06-01,SUZLON.NS,-62.0,30261.0,-0.002048841743498232,-381.0,-0.0858168045450015,0.0,-11.43
2014-06-01,TATACHEM.NS,686.0,20086.0,0.03415314149158618,5566.0,0.1905320813771518,-25.0,-40.5
2014-06-01,TATACONSUM.NS,752.0,9911.0,0.07587529008172737,5849.0,0.3560809600573169,29.0,7.48
2014-06-01,TATAELXSI.NS,137.0,388.0,0.35309278350515466,236.0,0.1830939395648216,39.0,11.6
2014-06-01,TATAPOWER.NS,6916.0,71383.0,0.09688581314878893,12401.0,,-114.0,-0.96
2014-06-01,TATASTEEL.NS,16184.0,171604.0,0.09431015594042097,40532.0,,27.0,3.19
2014-06-01,TITAN.NS,1047.0,6111.0,0.1713303878252332,2523.0,0.04595653722835768,25.0,8.28
2014-06-01,TMPV.NS,34853.0,218426.0,0.15956433757885966,65604.0,0.2506428057183997,5.0,48.46
2014-06-01,TORNTPHARM.NS,955.0,5022.0,0.19016328156113102,1903.0,-0.2172495142936442,25.0,19.62
2014-06-01,TORNTPOWER.NS,1331.0,19126.0,0.06959113248980446,6205.0,0.2344869166767153,22.0,2.23
2014-06-01,TRIDENT.NS,732.0,3181.0,0.2301163156240176,928.0,-0.07828780625176007,5.0,0.62
2014-06-01,TVSMOTOR.NS,492.0,3632.0,0.1354625550660793,1161.0,0.09446218805824717,37.0,3.92
2014-06-01,UBL.NS,597.0,3898.0,0.15315546434068752,1632.0,0.20103092783505155,11.0,8.55
2014-06-01,UNITDSPR.NS,-3368.0,14858.0,-0.2266792300444205,3032.0,0.022824827709125476,0.0,-61.78
2014-06-01,UPL.NS,2018.0,12759.0,0.1581628654283251,5248.0,0.14193597186241325,18.0,13.13
2014-06-01,VEDL.NS,19595.0,214120.0,0.09151410424061274,73008.0,,15.0,21.25
2014-06-01,VOLTAS.NS,266.0,4744.0,0.056070826306914,1819.0,-0.0010187449062754685,25.0,7.42
2014-06-01,ZEEL.NS,1207.0,6032.0,0.20009946949602123,2721.0,0.05447644563518642,24.0,9.29
2014-06-01,ZYDUSLIFE.NS,1203.0,7986.0,0.15063861758076635,3439.0,0.33923102500831276,23.0,7.85
2014-09-01,PGHH.NS,423.0,1508.0,0.28050397877984085,1002.0,0.2992757309304072,30.0,93.04
2014-09-01,SHREECEM.NS,1390.0,7329.0,0.1896575249010779,4711.0,0.6763033175355451,10.0,225.97
2014-12-01,MRF.NS,1945.0,9833.0,0.1978033153666226,4539.0,1.149723200805234,2.0,2141.71
2014-12-01,SIEMENS.NS,119.0,10290.0,0.011564625850340135,4375.0,-0.5504396482813749,35.0,16.94
2015-03-01,ACC.NS,1529.0,12682.0,0.12056457971928718,8218.0,0.2807797464758726,55.0,61.88
2015-03-01,AMBUJACEM.NS,1934.0,13878.0,0.1393572560887736,10070.0,0.045927045927045926,46.0,9.59
2015-03-01,CASTROLIND.NS,718.0,1492.0,0.4812332439678284,497.0,0.39646548849616536,78.0,4.8
2015-03-01,EICHERMOT.NS,1118.0,6403.0,0.17460565359987507,2516.0,0.18733153638814015,22.0,22.71
2015-03-01,VBL.NS,387.0,3292.0,0.11755771567436209,143.0,,0.0,-0.09
2015-06-01,AARTIIND.NS,466.0,2938.0,0.15861130020422057,1016.0,0.10037453183520599,24.0,5.81
2015-06-01,ABBOTINDIA.NS,312.0,1374.0,0.22707423580786026,937.0,0.050401997182612124,29.0,107.75
2015-06-01,ABCAPITAL.NS,596.0,19642.0,0.030343142246207107,1813.0,,0.0,4.08
2015-06-01,ADANIENSOL.NS,101.0,11492.0,0.008788722589627568,1083.0,,0.0,-0.06
2015-06-01,ADANIENT.NS,12450.0,130718.0,0.09524319527532552,25728.0,0.09066916397071344,8.0,15.81
2015-06-01,ADANIPORTS.NS,3902.0,32082.0,0.12162583380088524,10765.0,,10.0,11.18
2015-06-01,ADANIPOWER.NS,4678.0,58474.0,0.08000136812942504,5725.0,0.19646530764914905,-0.0,-0.57
2015-06-01,AJANTPHARM.NS,505.0,1146.0,0.4406631762652705,841.0,0.2962000205219414,17.0,23.47
2015-06-01,ALKEM.NS,427.0,5291.0,0.0807030807030807,2999.0,0.2905759162303665,12.0,32.75
2015-06-01,APLAPOLLO.NS,182.0,1323.0,0.13756613756613756,495.0,0.07116393948749614,22.0,2.72
2015-06-01,APLLTD.NS,403.0,1641.0,0.24558196221815967,885.0,0.254724111866969,23.0,15.01
2015-06-01,APOLLOHOSP.NS,737.0,6459.0,0.11410435051865614,3172.0,0.4801950030469226,24.0,24.43
2015-06-01,APOLLOTYRE.NS,1939.0,8600.0,0.22546511627906976,5042.0,0.13949527790679672,10.0,19.21
2015-06-01,ASHOKLEY.NS,1517.0,19592.0,0.07742956308697428,4512.0,0.3481395348837209,96.0,0.24
2015-06-01,ASIANPAINT.NS,2243.0,8914.0,0.2516266547004712,4742.0,0.1594,42.0,14.54
2015-06-01,ASTRAL.NS,168.0,1165.0,0.14420600858369098,619.0,0.1030159979019145,6.0,2.89
2015-06-01,AUBANK.NS,252.0,4823.0,0.05224963715529753,838.0,0.1456908344733242,0.0,18.49
2015-06-01,AUROPHARMA.NS,2579.0,12910.0,0.1997676219984508,5156.0,0.2671156004489338,8.0,26.98
2015-06-01,AXISBANK.NS,2865.0,467243.0,0.006131713048670606,44949.0,0.1627730582524272,15.0,31.42
2015-06-01,BAJAJ-AUTO.NS,4128.0,15966.0,0.25854941751221344,11095.0,0.16168955327655135,48.0,104.56
2015-06-01,BAJAJFINSV.NS,5511.0,88228.0,0.06246316362152605,11089.0,0.1945784486590976,2.0,10.62
2015-06-01,BAJAJHLDNG.NS,484.0,13893.0,0.03483768804433888,13393.0,0.2675216899283289,19.0,182.33
2015-06-01,BAJFINANCE.NS,1367.0,32780.0,0.041702257474069554,4800.0,0.20571132477402268,10.0,1.79
2015-06-01,BALKRISIND.NS,727.0,5318.0,0.13670552839413314,2276.0,0.23673024735188553,5.0,24.45
2015-06-01,BANKBARODA.NS,902.0,733966.0,0.0012289397601523775,42018.0,0.1550774236122834,18.0,17.69
2015-06-01,BANKINDIA.NS,-2135.0,625150.0,-0.0034151803567143884,32523.0,,17.0,30.27
2015-06-01,BBTC.NS,861.0,4493.0,0.1916314266636991,1566.0,,2.0,51.15
2015-06-01,BDL.NS,277.0,8412.0,0.032929148834997625,1653.0,0.2618909848397176,19.0,1928.48
2015-06-01,BEL.NS,1179.0,15729.0,0.07495708563799351,8117.0,,20.0,1.51
2015-06-01,BERGEPAINT.NS,511.0,2716.0,0.18814432989690721,1260.0,,33.0,2.27
2015-06-01,BHARATFORG.NS,1390.0,8236.0,0.16877124817872755,3445.0,0.2202607278652906,23.0,16.38
2015-06-01,BHARTIARTL.NS,33602.0,181939.0,0.18468827464150073,39777.0,0.16011584609019447,33.0,8.41
2015-06-01,BHEL.NS,2141.0,70983.0,0.030162151501063637,34207.0,0.05,20.0,3.96
2015-06-01,BIOCON.NS,696.0,6375.0,0.10917647058823529,3271.0,0.046628131021194605,20.0,4.14
2015-06-01,BLUESTARCO.NS,168.0,2175.0,0.07724137931034483,456.0,0.09317759490310593,83.0,3.01
2015-06-01,BPCL.NS,9780.0,86322.0,0.11329672621116285,22562.0,0.14249839939007147,34.0,11.08
2015-06-01,BRITANNIA.NS,870.0,2793.0,0.31149301825993553,1245.0,0.15162919844774522,28.0,28.71
2015-06-01,BSE.NS,290.0,4195.0,0.06912991656734208,2460.0,0.04998834143454164,33.0,1.66
2015-06-01,CANBK.NS,-621.0,558558.0,-0.0011117914343720795,32492.0,0.2477688700650431,17.0,10.96
2015-06-01,CESC.NS,1979.0,27860.0,0.07103374012921751,6029.0,-0.02416911598462582,60.0,1.5
2015-06-01,CGPOWER.NS,289.0,11760.0,0.02457482993197279,4297.0,0.32558139534883723,214.0,0.37
2015-06-01,CHOLAFIN.NS,696.0,23868.0,0.029160382101558573,2675.0,0.03172651254303984,11.0,6.18
2015-06-01,CIPLA.NS,2163.0,15670.0,0.13803446075303127,10802.0,0.11468598455367299,14.0,14.71
2015-06-01,COALINDIA.NS,17343.0,111267.0,0.1558683167515975,40353.0,0.13498520710059173,95.0,21.73
2015-06-01,COFORGE.NS,337.0,1977.0,0.17046029337379867,1357.0,-0.046249190639163815,51.0,3.74
2015-06-01,CONCOR.NS,1395.0,8995.0,0.15508615897720957,7517.0,0.3789504255150624,25.0,13.85
2015-06-01,COROMANDEL.NS,856.0,8362.0,0.10236785458024396,2202.0,0.11034129692832764,33.0,13.8
2015-06-01,CUB.NS,153.0,27871.0,0.005489576979656273,2696.0,0.10091092051206706,17.0,5.47
2015-06-01,CUMMINSIND.NS,815.0,4599.0,0.17721243748641008,3088.0,0.09521292341523238,50.0,27.85
2015-06-01,DABUR.NS,1320.0,6106.0,0.2161808057648215,3354.0,0.1557916034395549,33.0,6.07
2015-06-01,DEEPAKNTR.NS,140.0,1125.0,0.12444444444444444,346.0,-0.07884044381934677,20.0,5.06
2015-06-01,DHANI.NS,258.0,2425.0,0.10639175257731959,330.0,-0.04019292604501608,52.0,4.86
2015-06-01,DIVISLAB.NS,1173.0,4405.0,0.2662883087400681,3496.0,0.07569862044570216,31.0,32.07
