Period,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit +,EPS in Rs,Dividend Payout %,Equity Capital,Reserves,Borrowings +,Other Liabilities +,Total Liabilities,Fixed Assets +,CWIP,Investments,Other Assets +,Total Assets,Ticker,Revenue +,Financing Profit,Financing Margin %,Borrowing,Deposits,Raw PDF
Mar 2018,10505.0,9732.0,774.0,7%,32.0,390.0,202.0,214.0,34%,141.0,1.7,0%,839.0,1012.0,4196.0,2503.0,8551.0,1879.0,18.0,1.0,6654.0,8551.0,KALYANKJIL.NS,,,,,,
Mar 2019,9771.0,9151.0,620.0,6%,42.0,418.0,224.0,21.0,123%,-5.0,-0.04,0%,839.0,1046.0,3907.0,2268.0,8060.0,2152.0,22.0,3.0,5884.0,8060.0,KALYANKJIL.NS,,,,,,
Mar 2020,10101.0,9302.0,799.0,8%,80.0,419.0,239.0,221.0,36%,142.0,1.7,0%,839.0,1203.0,3759.0,2417.0,8219.0,2167.0,24.0,0.0,6027.0,8219.0,KALYANKJIL.NS,,,,,,
Mar 2021,8573.0,7949.0,624.0,7%,45.0,405.0,225.0,39.0,115%,-6.0,-0.06,0%,1030.0,1796.0,3378.0,2661.0,8865.0,1899.0,53.0,0.0,6913.0,8865.0,KALYANKJIL.NS,,,,,,
Mar 2022,10818.0,9965.0,853.0,8%,38.0,360.0,232.0,299.0,25%,224.0,2.18,0%,1030.0,2107.0,4029.0,1779.0,8945.0,1921.0,2.0,1.0,7021.0,8945.0,KALYANKJIL.NS,,,,,,
Mar 2023,14071.0,12906.0,1165.0,8%,5.0,353.0,245.0,572.0,24%,432.0,4.2,12%,1030.0,2605.0,4295.0,2783.0,10713.0,1903.0,20.0,4.0,8785.0,10713.0,KALYANKJIL.NS,,,,,,
Mar 2024,18516.0,17180.0,1335.0,7%,106.0,379.0,274.0,789.0,24%,596.0,5.8,21%,1030.0,3159.0,4495.0,4134.0,12818.0,2299.0,49.0,4.0,10465.0,12818.0,KALYANKJIL.NS,,,,,,
Mar 2025,25045.0,23461.0,1585.0,6%,140.0,422.0,343.0,960.0,26%,714.0,6.93,22%,1031.0,3772.0,4959.0,5363.0,15126.0,2846.0,8.0,5.0,12267.0,15126.0,KALYANKJIL.NS,,,,,,
Mar 2015,2033.0,1839.0,194.0,10%,5.0,121.0,25.0,53.0,35%,34.0,4.43,9%,15.0,288.0,452.0,588.0,1345.0,298.0,4.0,3.0,1039.0,1345.0,KEI.NS,,,,,,
Mar 2016,2351.0,2108.0,243.0,10%,6.0,127.0,25.0,96.0,35%,63.0,8.1,6%,15.0,352.0,498.0,599.0,1464.0,328.0,29.0,3.0,1103.0,1464.0,KEI.NS,,,,,,
Mar 2017,2628.0,2360.0,269.0,10%,10.0,124.0,28.0,126.0,26%,94.0,12.04,5%,16.0,446.0,813.0,622.0,1896.0,405.0,3.0,3.0,1485.0,1896.0,KEI.NS,,,,,,
Mar 2018,3466.0,3126.0,339.0,10%,9.0,112.0,32.0,204.0,29%,145.0,18.47,5%,16.0,589.0,842.0,773.0,2220.0,407.0,23.0,3.0,1787.0,2220.0,KEI.NS,,,,,,
Mar 2019,4231.0,3790.0,441.0,10%,7.0,136.0,34.0,278.0,35%,181.0,22.92,5%,16.0,762.0,599.0,1387.0,2764.0,489.0,32.0,2.0,2242.0,2764.0,KEI.NS,,,,,,
Mar 2020,4888.0,4391.0,497.0,10%,17.0,129.0,57.0,328.0,22%,256.0,28.64,5%,18.0,1489.0,367.0,1395.0,3269.0,554.0,11.0,1.0,2703.0,3269.0,KEI.NS,,,,,,
Mar 2021,4182.0,3726.0,456.0,11%,20.0,57.0,58.0,361.0,25%,270.0,29.92,7%,18.0,1756.0,333.0,902.0,3008.0,537.0,7.0,1.0,2463.0,3008.0,KEI.NS,,,,,,
Mar 2022,5727.0,5138.0,589.0,10%,15.0,40.0,55.0,508.0,26%,376.0,41.73,6%,18.0,2118.0,355.0,1036.0,3527.0,531.0,17.0,2.0,2978.0,3527.0,KEI.NS,,,,,,
Mar 2023,6908.0,6206.0,702.0,10%,32.0,35.0,57.0,642.0,26%,477.0,52.93,6%,18.0,2571.0,162.0,1019.0,3770.0,567.0,15.0,1.0,3187.0,3770.0,KEI.NS,,,,,,
Mar 2024,8121.0,7267.0,854.0,11%,32.0,44.0,61.0,781.0,26%,581.0,64.35,5%,18.0,3130.0,166.0,1342.0,4656.0,770.0,121.0,2.0,3764.0,4656.0,KEI.NS,,,,,,
Mar 2025,9736.0,8745.0,991.0,10%,72.0,56.0,70.0,937.0,26%,696.0,72.88,5%,19.0,5767.0,217.0,1232.0,7235.0,993.0,385.0,2.0,5854.0,7235.0,KEI.NS,,,,,,
Mar 2014,,7053.0,,,5282.0,6312.0,208.0,3695.0,32%,2527.0,3.2,2%,385.0,18699.0,,17176.0,122197.0,1264.0,0.0,38791.0,82142.0,122197.0,KOTAKBANK.NS,11986.0,-1379.0,-12%,29007.0,56930.0,
Mar 2015,,9718.0,,,8152.0,6966.0,237.0,4550.0,33%,3105.0,3.94,2%,386.0,21770.0,,22049.0,148464.0,1385.0,0.0,45589.0,101490.0,148464.0,KOTAKBANK.NS,13319.0,-3366.0,-25%,31415.0,72843.0,
Mar 2016,,11541.0,,,7631.0,11123.0,345.0,5024.0,32%,3524.0,3.77,3%,917.0,32447.0,,27761.0,240804.0,1761.0,0.0,70274.0,168769.0,240804.0,KOTAKBANK.NS,20402.0,-2263.0,-11%,43730.0,135949.0,
Mar 2017,,14832.0,,,11660.0,11458.0,362.0,7332.0,32%,5019.0,5.37,2%,920.0,37572.0,,32465.0,276188.0,1759.0,0.0,68462.0,205967.0,276188.0,KOTAKBANK.NS,22324.0,-3965.0,-18%,49690.0,155540.0,
Mar 2018,,16805.0,,,13682.0,12467.0,383.0,9158.0,33%,6258.0,6.51,2%,953.0,49535.0,,37392.0,337720.0,2543.0,0.0,90977.0,244201.0,337720.0,KOTAKBANK.NS,25131.0,-4141.0,-16%,58604.0,191236.0,
Mar 2019,,19758.0,,,16148.0,15187.0,458.0,10576.0,33%,7204.0,7.55,2%,954.0,56827.0,,45626.0,395171.0,2697.0,0.0,103487.0,288987.0,395171.0,KOTAKBANK.NS,29831.0,-5114.0,-17%,66939.0,224824.0,
Mar 2020,,22578.0,,,16892.0,15901.0,465.0,11422.0,25%,8593.0,8.98,0%,957.0,65680.0,,50059.0,443173.0,2675.0,0.0,111197.0,329301.0,443173.0,KOTAKBANK.NS,33474.0,-5005.0,-15%,66077.0,260400.0,
Mar 2021,,29812.0,,,23588.0,12967.0,461.0,13168.0,25%,9990.0,10.08,2%,991.0,83348.0,,67405.0,478854.0,2554.0,0.0,156946.0,319355.0,478854.0,KOTAKBANK.NS,32820.0,-9958.0,-30%,48239.0,278871.0,
Mar 2022,,30699.0,,,24941.0,11554.0,480.0,15948.0,25%,12089.0,12.18,2%,992.0,95673.0,,84086.0,546498.0,2723.0,0.0,164529.0,379245.0,546498.0,KOTAKBANK.NS,33741.0,-8512.0,-25%,55660.0,310087.0,
Mar 2023,,33485.0,,,25991.0,14411.0,599.0,19646.0,25%,14925.0,15.03,2%,993.0,110821.0,,89809.0,620430.0,3075.0,0.0,195338.0,422017.0,620430.0,KOTAKBANK.NS,42151.0,-5746.0,-14%,57534.0,361273.0,
Mar 2024,,47052.0,,,38037.0,22567.0,792.0,23863.0,25%,18213.0,18.32,2%,994.0,128978.0,,117321.0,767667.0,3510.0,0.0,246446.0,517711.0,767667.0,KOTAKBANK.NS,56237.0,-13382.0,-24%,75106.0,445269.0,
Mar 2025,,48891.0,,,41426.0,28275.0,941.0,28989.0,24%,22126.0,22.26,2%,994.0,156495.0,,129955.0,879774.0,3759.0,0.0,284255.0,591761.0,879774.0,KOTAKBANK.NS,65669.0,-11496.0,-18%,97622.0,494707.0,
Mar 2019,641.0,550.0,92.0,14%,1.0,7.0,19.0,67.0,18%,55.0,1.98,37%,268.0,691.0,132.0,582.0,1674.0,420.0,1.0,50.0,1204.0,1674.0,KPITTECH.NS,,,,,,
Mar 2020,2156.0,1866.0,290.0,13%,19.0,20.0,108.0,181.0,18%,148.0,5.38,18%,269.0,780.0,204.0,384.0,1637.0,526.0,5.0,9.0,1096.0,1637.0,KPITTECH.NS,,,,,,
Mar 2021,2036.0,1729.0,307.0,15%,21.0,17.0,133.0,178.0,17%,147.0,5.33,28%,269.0,938.0,230.0,531.0,1968.0,577.0,12.0,127.0,1251.0,1968.0,KPITTECH.NS,,,,,,
Mar 2022,2432.0,1981.0,451.0,19%,32.0,19.0,120.0,345.0,20%,276.0,10.0,31%,270.0,1040.0,227.0,799.0,2336.0,641.0,0.0,129.0,1566.0,2336.0,KPITTECH.NS,,,,,,
Mar 2023,3365.0,2732.0,633.0,19%,43.0,32.0,146.0,497.0,22%,387.0,13.9,29%,270.0,1381.0,287.0,1402.0,3341.0,1684.0,33.0,64.0,1559.0,3341.0,KPITTECH.NS,,,,,,
Mar 2024,4872.0,3881.0,991.0,20%,60.0,55.0,196.0,800.0,25%,599.0,21.69,31%,271.0,1875.0,329.0,1624.0,4098.0,1915.0,58.0,94.0,2030.0,4098.0,KPITTECH.NS,,,,,,
Mar 2025,5842.0,4613.0,1230.0,21%,170.0,42.0,225.0,1133.0,26%,840.0,30.63,28%,272.0,2640.0,345.0,1707.0,4964.0,1972.0,10.0,432.0,2551.0,4964.0,KPITTECH.NS,,,,,,
Mar 2014,558.0,419.0,139.0,25%,8.0,0.0,27.0,119.0,33%,80.0,74.38,7%,54.0,151.0,28.0,119.0,352.0,140.0,0.0,9.0,203.0,352.0,LALPATHLAB.NS,,,,,,
Mar 2015,660.0,504.0,156.0,24%,12.0,0.0,28.0,140.0,31%,96.0,8.75,9%,55.0,260.0,27.0,134.0,475.0,150.0,1.0,38.0,286.0,475.0,LALPATHLAB.NS,,,,,,
Mar 2016,791.0,582.0,210.0,26%,20.0,0.0,28.0,201.0,34%,133.0,7.99,15%,83.0,425.0,0.0,118.0,625.0,166.0,4.0,64.0,391.0,625.0,LALPATHLAB.NS,,,,,,
Mar 2017,912.0,675.0,238.0,26%,27.0,1.0,28.0,237.0,34%,156.0,9.31,16%,83.0,512.0,0.0,95.0,690.0,152.0,18.0,106.0,414.0,690.0,LALPATHLAB.NS,,,,,,
Mar 2018,1057.0,793.0,264.0,25%,31.0,1.0,33.0,261.0,34%,172.0,10.24,22%,83.0,705.0,0.0,128.0,916.0,208.0,10.0,145.0,554.0,916.0,LALPATHLAB.NS,,,,,,
Mar 2019,1203.0,910.0,294.0,24%,46.0,1.0,38.0,301.0,33%,200.0,11.95,25%,83.0,862.0,0.0,145.0,1091.0,209.0,3.0,185.0,694.0,1091.0,LALPATHLAB.NS,,,,,,
Mar 2020,1330.0,987.0,344.0,26%,55.0,15.0,73.0,310.0,27%,228.0,13.55,44%,83.0,949.0,0.0,341.0,1374.0,413.0,11.0,164.0,786.0,1374.0,LALPATHLAB.NS,,,,,,
Mar 2021,1581.0,1145.0,436.0,28%,51.0,16.0,77.0,394.0,25%,296.0,17.49,57%,83.0,1162.0,150.0,265.0,1661.0,447.0,10.0,59.0,1144.0,1661.0,LALPATHLAB.NS,,,,,,
Mar 2022,2087.0,1526.0,561.0,27%,52.0,30.0,108.0,475.0,26%,350.0,20.69,29%,83.0,1418.0,533.0,309.0,2343.0,1369.0,15.0,65.0,893.0,2343.0,LALPATHLAB.NS,,,,,,
Mar 2023,2017.0,1527.0,490.0,24%,42.0,38.0,150.0,344.0,30%,241.0,14.33,42%,83.0,1583.0,420.0,297.0,2383.0,1305.0,5.0,150.0,923.0,2383.0,LALPATHLAB.NS,,,,,,
Mar 2024,2227.0,1617.0,609.0,27%,69.0,29.0,144.0,505.0,28%,362.0,21.42,-0%,83.0,1766.0,247.0,357.0,2454.0,1228.0,6.0,114.0,1107.0,2454.0,LALPATHLAB.NS,,,,,,
Mar 2025,2461.0,1764.0,698.0,28%,91.0,22.0,142.0,625.0,21%,492.0,29.14,-0%,84.0,2089.0,157.0,383.0,2713.0,1168.0,3.0,327.0,1215.0,2713.0,LALPATHLAB.NS,,,,,,
Mar 2014,1160.0,951.0,208.0,18%,9.0,64.0,33.0,121.0,20%,97.0,12.64,0%,15.0,281.0,605.0,372.0,1273.0,499.0,116.0,0.0,658.0,1273.0,LAURUSLABS.NS,,,,,,
Mar 2015,1327.0,1126.0,200.0,15%,34.0,106.0,62.0,67.0,-2%,68.0,8.81,0%,16.0,640.0,888.0,345.0,1888.0,801.0,110.0,7.0,970.0,1888.0,LAURUSLABS.NS,,,,,,
Mar 2016,1778.0,1415.0,362.0,20%,4.0,111.0,86.0,169.0,21%,134.0,16.97,2%,16.0,774.0,1094.0,339.0,2224.0,1021.0,70.0,7.0,1126.0,2224.0,LAURUSLABS.NS,,,,,,
Mar 2017,1905.0,1497.0,408.0,21%,32.0,100.0,106.0,234.0,19%,190.0,3.6,8%,106.0,1225.0,842.0,481.0,2653.0,1230.0,143.0,3.0,1277.0,2653.0,LAURUSLABS.NS,,,,,,
Mar 2018,2056.0,1642.0,414.0,20%,29.0,80.0,125.0,237.0,29%,168.0,3.16,9%,106.0,1377.0,980.0,554.0,3017.0,1481.0,163.0,3.0,1369.0,3017.0,LAURUSLABS.NS,,,,,,
Mar 2019,2292.0,1935.0,357.0,16%,15.0,88.0,164.0,120.0,22%,94.0,1.76,17%,106.0,1452.0,1036.0,737.0,3331.0,1629.0,110.0,3.0,1589.0,3331.0,LAURUSLABS.NS,,,,,,
Mar 2020,2832.0,2266.0,565.0,20%,5.0,90.0,187.0,294.0,13%,255.0,4.77,10%,107.0,1663.0,1079.0,901.0,3750.0,1726.0,67.0,3.0,1953.0,3750.0,LAURUSLABS.NS,,,,,,
Mar 2021,4814.0,3262.0,1552.0,32%,23.0,68.0,205.0,1301.0,24%,984.0,18.33,11%,107.0,2490.0,1482.0,1671.0,5751.0,2171.0,362.0,3.0,3214.0,5751.0,LAURUSLABS.NS,,,,,,
Mar 2022,4936.0,3512.0,1424.0,29%,14.0,102.0,251.0,1084.0,23%,832.0,15.4,13%,107.0,3244.0,1777.0,1840.0,6968.0,2652.0,813.0,31.0,3472.0,6968.0,LAURUSLABS.NS,,,,,,
Mar 2023,6041.0,4448.0,1592.0,26%,6.0,165.0,324.0,1109.0,28%,793.0,14.67,14%,108.0,3930.0,2015.0,1608.0,7660.0,3409.0,551.0,50.0,3651.0,7660.0,LAURUSLABS.NS,,,,,,
Mar 2024,5041.0,4261.0,779.0,15%,24.0,183.0,385.0,236.0,29%,162.0,2.98,27%,108.0,4003.0,2577.0,1699.0,8387.0,3890.0,423.0,124.0,3950.0,8387.0,LAURUSLABS.NS,,,,,,
Mar 2025,5554.0,4499.0,1055.0,19%,75.0,216.0,430.0,484.0,27%,358.0,6.64,18%,108.0,4365.0,2764.0,2099.0,9336.0,4123.0,458.0,233.0,4521.0,9336.0,LAURUSLABS.NS,,,,,,
Mar 2021,905.0,952.0,-47.0,-5%,127.0,7.0,39.0,33.0,0%,29.0,3.79,0%,15.0,2363.0,30.0,393.0,2802.0,337.0,5.0,841.0,1618.0,2802.0,LENSKART.NS,,,,,,
Mar 2022,1503.0,1617.0,-115.0,-8%,116.0,23.0,85.0,-108.0,0%,-102.0,-13.39,0%,15.0,2918.0,34.0,733.0,3700.0,649.0,133.0,1048.0,1869.0,3700.0,LENSKART.NS,,,,,,
Mar 2023,3788.0,3524.0,264.0,7%,140.0,83.0,418.0,-97.0,-39%,-64.0,-8.34,0%,15.0,5441.0,934.0,3071.0,9462.0,5067.0,134.0,787.0,3474.0,9462.0,LENSKART.NS,,,,,,
Mar 2024,5428.0,4748.0,680.0,13%,175.0,124.0,672.0,59.0,117%,-10.0,-2.26,0%,15.0,5467.0,2343.0,1661.0,9487.0,5501.0,71.0,1003.0,2912.0,9487.0,LENSKART.NS,,,,,,
Mar 2025,6653.0,5675.0,977.0,15%,351.0,147.0,797.0,385.0,23%,297.0,3.83,0%,154.0,5777.0,2740.0,1718.0,10390.0,6231.0,107.0,1038.0,3014.0,10390.0,LENSKART.NS,,,,,,
Mar 2014,,357.0,,,34.0,7174.0,8.0,1834.0,28%,1319.0,26.12,17%,101.0,7485.0,,6240.0,95862.0,86.0,0.0,194.0,95581.0,95862.0,LICHSGFIN.NS,9339.0,1808.0,19%,82036.0,,
Mar 2015,,390.0,,,17.0,8310.0,10.0,2119.0,34%,1396.0,27.65,18%,101.0,7779.0,,8218.0,112630.0,90.0,0.0,241.0,112298.0,112630.0,LICHSGFIN.NS,10812.0,2112.0,20%,96532.0,,
Mar 2016,,611.0,,,12.0,9307.0,10.0,2575.0,35%,1668.0,33.05,17%,101.0,9114.0,,10441.0,130587.0,102.0,0.0,280.0,130204.0,130587.0,LICHSGFIN.NS,12491.0,2573.0,21%,110931.0,,
Mar 2017,,887.0,,,9.0,10231.0,10.0,2973.0,35%,1942.0,38.49,16%,101.0,11055.0,,13504.0,150997.0,102.0,5.0,537.0,150352.0,150997.0,LICHSGFIN.NS,14092.0,2974.0,21%,126337.0,,
Mar 2018,,940.0,,,0.0,11144.0,10.0,2782.0,28%,2008.0,39.79,17%,101.0,14210.0,,6004.0,171228.0,129.0,3.0,2008.0,169088.0,171228.0,LICHSGFIN.NS,14876.0,2792.0,19%,150913.0,,
Mar 2019,,1104.0,,,0.0,12891.0,12.0,3392.0,28%,2434.0,48.23,16%,101.0,16230.0,,13719.0,200707.0,168.0,2.0,3617.0,196920.0,200707.0,LICHSGFIN.NS,17398.0,3404.0,20%,170657.0,,
Mar 2020,,1592.0,,,-33.0,14781.0,51.0,3282.0,27%,2404.0,47.62,17%,101.0,18164.0,,7227.0,216920.0,294.0,3.0,5485.0,211138.0,216920.0,LICHSGFIN.NS,19740.0,3367.0,17%,191428.0,,
Mar 2021,,2012.0,,,-5.0,14450.0,52.0,3365.0,19%,2741.0,54.31,16%,101.0,20500.0,,7195.0,235721.0,282.0,6.0,4644.0,230789.0,235721.0,LICHSGFIN.NS,19886.0,3423.0,17%,207925.0,,
Mar 2022,,3012.0,,,27.0,14151.0,55.0,2787.0,18%,2286.0,41.55,20%,110.0,24641.0,,6179.0,254687.0,315.0,4.0,6279.0,248088.0,254687.0,LICHSGFIN.NS,19978.0,2815.0,14%,223757.0,,
Mar 2023,,2964.0,,,11.0,16135.0,69.0,3561.0,19%,2891.0,52.55,16%,110.0,27075.0,,6461.0,278559.0,388.0,1.0,7050.0,271120.0,278559.0,LICHSGFIN.NS,22717.0,3618.0,16%,244913.0,,
Mar 2024,,2756.0,,,4.0,18388.0,69.0,6068.0,22%,4763.0,86.59,10%,110.0,31367.0,,7198.0,291293.0,389.0,0.0,6337.0,284567.0,291293.0,LICHSGFIN.NS,27277.0,6133.0,22%,252618.0,,
Mar 2025,,1609.0,,,3.0,19528.0,98.0,6879.0,21%,5443.0,98.94,10%,110.0,36242.0,,6963.0,314040.0,377.0,52.0,7201.0,306411.0,314040.0,LICHSGFIN.NS,28111.0,6974.0,25%,270726.0,,
Mar 2019,571508.0,565587.0,5920.0,1%,2615.0,0.0,336.0,8199.0,68%,2627.0,,2%,100.0,710.0,269401.0,3157039.0,3427249.0,25194.0,710.0,2900287.0,501059.0,3427249.0,LICI.NS,,,,,,
Mar 2020,628043.0,634989.0,-6947.0,-1%,20870.0,0.0,379.0,13544.0,80%,2710.0,,2%,100.0,902.0,253414.0,3245419.0,3499834.0,28216.0,734.0,2976100.0,494784.0,3499834.0,LICI.NS,,,,,,
Mar 2021,690914.0,691166.0,-252.0,-0%,12820.0,0.0,417.0,12151.0,76%,2974.0,,0%,100.0,6784.0,4.0,3822637.0,3829524.0,17723.0,148.0,3517445.0,294208.0,3829524.0,LICI.NS,,,,,,
Mar 2022,723606.0,720280.0,3326.0,0%,9248.0,0.0,436.0,12138.0,66%,4125.0,6.52,23%,6325.0,5012.0,1.0,4242719.0,4254058.0,17770.0,199.0,3926211.0,309878.0,4254058.0,LICI.NS,,,,,,
Mar 2023,784628.0,750498.0,34130.0,4%,7800.0,0.0,466.0,41463.0,13%,35997.0,56.91,5%,6325.0,39908.0,0.0,4532258.0,4578491.0,20473.0,331.0,4243008.0,314678.0,4578491.0,LICI.NS,,,,,,
Mar 2024,845966.0,813316.0,32651.0,4%,14829.0,0.0,466.0,47014.0,13%,40916.0,64.69,15%,6325.0,76422.0,0.0,5233300.0,5316047.0,20667.0,403.0,4976133.0,318844.0,5316047.0,LICI.NS,,,,,,
Mar 2025,889970.0,836692.0,53278.0,6%,3495.0,0.0,506.0,56267.0,14%,48320.0,76.4,16%,6325.0,120901.0,0.0,5533342.0,5660568.0,21330.0,326.0,5298429.0,340483.0,5660568.0,LICI.NS,,,,,,
Mar 2015,6236.0,4769.0,1467.0,24%,423.0,492.0,128.0,1269.0,37%,798.0,18.46,0%,108.0,3186.0,11852.0,12752.0,27898.0,2290.0,4.0,595.0,25008.0,27898.0,LODHA.NS,,,,,,
Mar 2016,8249.0,6123.0,2126.0,26%,510.0,988.0,450.0,1198.0,41%,703.0,16.25,0%,108.0,3865.0,13835.0,13173.0,30981.0,1899.0,176.0,611.0,28295.0,30981.0,LODHA.NS,,,,,,
Mar 2017,7926.0,6313.0,1614.0,20%,584.0,736.0,460.0,1001.0,42%,584.0,12.91,0%,113.0,3920.0,16183.0,13715.0,33931.0,1753.0,109.0,1180.0,30888.0,33931.0,LODHA.NS,,,,,,
Mar 2018,9677.0,7995.0,1682.0,17%,285.0,390.0,395.0,1182.0,33%,794.0,10.03,0%,396.0,4756.0,22616.0,12483.0,40251.0,2197.0,6.0,1384.0,36664.0,40251.0,LODHA.NS,,,,,,
Mar 2019,11907.0,8728.0,3179.0,27%,72.0,568.0,194.0,2489.0,34%,1644.0,20.66,0%,396.0,3445.0,25641.0,20382.0,49864.0,2139.0,6.0,1405.0,46314.0,49864.0,LODHA.NS,,,,,,
Mar 2020,12443.0,10526.0,1917.0,15%,119.0,740.0,292.0,1003.0,26%,742.0,9.19,0%,396.0,4156.0,18423.0,17717.0,40693.0,2021.0,6.0,1553.0,37112.0,40693.0,LODHA.NS,,,,,,
Mar 2021,5449.0,4066.0,1383.0,25%,-140.0,1136.0,73.0,33.0,-44%,48.0,0.51,0%,396.0,4203.0,18193.0,16516.0,39308.0,1946.0,6.0,1579.0,35776.0,39308.0,LODHA.NS,,,,,,
Mar 2022,9233.0,7047.0,2186.0,24%,293.0,688.0,75.0,1716.0,30%,1208.0,12.49,0%,482.0,11624.0,11537.0,14763.0,38404.0,1923.0,0.0,574.0,35908.0,38404.0,LODHA.NS,,,,,,
Mar 2023,9470.0,7406.0,2064.0,22%,-1037.0,482.0,93.0,452.0,-8%,490.0,5.05,20%,482.0,12181.0,9060.0,17399.0,39122.0,1828.0,0.0,246.0,37048.0,39122.0,LODHA.NS,,,,,,
Mar 2024,10316.0,7651.0,2665.0,26%,48.0,482.0,204.0,2028.0,23%,1554.0,15.58,14%,994.0,16475.0,7698.0,22031.0,47198.0,1169.0,4.0,2500.0,43524.0,47198.0,LODHA.NS,,,,,,
Mar 2025,13780.0,9793.0,3987.0,29%,390.0,550.0,272.0,3556.0,22%,2767.0,27.71,15%,998.0,19180.0,7094.0,22569.0,49841.0,1371.0,0.0,1250.0,47219.0,49841.0,LODHA.NS,,,,,,
Mar 2026,16676.0,11755.0,4921.0,30%,452.0,657.0,345.0,4371.0,22%,3431.0,34.32,12%,999.0,22287.0,9896.0,25754.0,58937.0,2651.0,0.0,1454.0,54832.0,58937.0,LODHA.NS,,,,,,
Mar 2014,85054.0,70968.0,14086.0,17%,1337.0,6494.0,1446.0,7483.0,35%,4885.0,35.41,27%,185.0,37526.0,80846.0,50324.0,168881.0,32397.0,14179.0,8109.0,114197.0,168881.0,LT.NS,,,,,,
Mar 2015,91929.0,76245.0,15684.0,17%,1422.0,7266.0,2623.0,7217.0,31%,4966.0,34.17,32%,186.0,40723.0,93630.0,58727.0,193266.0,34738.0,14993.0,9612.0,133923.0,193266.0,LT.NS,,,,,,
Mar 2016,101122.0,85637.0,15486.0,15%,1219.0,6899.0,1787.0,8020.0,30%,4592.0,30.64,40%,186.0,43994.0,88135.0,61775.0,194091.0,14176.0,10974.0,15465.0,153475.0,194091.0,LT.NS,,,,,,
Mar 2017,109312.0,92691.0,16620.0,15%,1466.0,6829.0,2370.0,8887.0,23%,6486.0,43.17,22%,187.0,50030.0,93954.0,67400.0,211571.0,16677.0,13298.0,19753.0,161843.0,211571.0,LT.NS,,,,,,
Mar 2018,119683.0,99572.0,20111.0,17%,1465.0,7714.0,2223.0,11639.0,27%,8004.0,52.59,30%,280.0,54623.0,107524.0,80812.0,243240.0,18580.0,13443.0,15311.0,195905.0,243240.0,LT.NS,,,,,,
Mar 2019,135220.0,112354.0,22866.0,17%,2701.0,9339.0,1923.0,14305.0,28%,10217.0,63.48,28%,281.0,62094.0,125555.0,90106.0,278036.0,21194.0,13919.0,20907.0,222016.0,278036.0,LT.NS,,,,,,
Mar 2020,145452.0,120899.0,24553.0,17%,3015.0,11021.0,2462.0,14086.0,23%,10894.0,68.02,26%,281.0,66442.0,143174.0,96790.0,306687.0,43653.0,3311.0,20047.0,239675.0,306687.0,LT.NS,,,,,,
Mar 2021,135979.0,112519.0,23460.0,17%,8111.0,11750.0,2904.0,16918.0,24%,12921.0,82.47,44%,281.0,75588.0,134629.0,99597.0,310095.0,44319.0,500.0,39627.0,225649.0,310095.0,LT.NS,,,,,,
Mar 2022,156521.0,132207.0,24314.0,16%,2364.0,9235.0,2948.0,14495.0,29%,10419.0,61.7,36%,281.0,82127.0,125508.0,111112.0,319028.0,42945.0,1250.0,39395.0,235438.0,319028.0,LT.NS,,,,,,
Mar 2023,183341.0,156175.0,27166.0,15%,2891.0,9445.0,3502.0,17109.0,26%,12531.0,74.5,32%,281.0,89045.0,120650.0,119745.0,329722.0,42641.0,3066.0,44798.0,239217.0,329722.0,LT.NS,,,,,,
Mar 2024,221113.0,192355.0,28758.0,13%,4953.0,9512.0,3682.0,20517.0,24%,15547.0,95.0,36%,275.0,86084.0,116322.0,136921.0,339602.0,42964.0,3045.0,45648.0,247946.0,339602.0,LT.NS,,,,,,
Mar 2025,255734.0,221399.0,34335.0,13%,3289.0,9925.0,4121.0,23579.0,25%,17673.0,109.35,31%,275.0,97381.0,132409.0,149050.0,379114.0,44055.0,2589.0,54805.0,277665.0,379114.0,LT.NS,,,,,,
Mar 2015,,1625.0,,,16.0,3577.0,96.0,1175.0,28%,855.0,4.04,16%,1720.0,4656.0,,2912.0,52742.0,1184.0,174.0,2649.0,48736.0,52742.0,LTF.NS,6456.0,1254.0,19%,43454.0,,
Mar 2016,,1979.0,,,8.0,4133.0,83.0,1253.0,32%,857.0,3.97,16%,1753.0,5442.0,,3775.0,63799.0,1313.0,22.0,3563.0,58901.0,63799.0,LTF.NS,7440.0,1328.0,18%,52829.0,,
Mar 2017,,2776.0,,,26.0,4635.0,67.0,1079.0,3%,1048.0,4.83,13%,1756.0,6138.0,,3593.0,72511.0,1230.0,28.0,6012.0,65242.0,72511.0,LTF.NS,8532.0,1120.0,13%,61024.0,,
Mar 2018,,3308.0,,,49.0,5458.0,52.0,1446.0,12%,1278.0,5.11,16%,1996.0,9411.0,,1117.0,87772.0,1151.0,19.0,5301.0,81301.0,87772.0,LTF.NS,10215.0,1449.0,14%,75248.0,,
Mar 2019,,3377.0,,,-4.0,6882.0,50.0,3052.0,27%,2232.0,9.06,9%,1999.0,11450.0,,1094.0,106050.0,1127.0,39.0,8641.0,96243.0,106050.0,LTF.NS,13365.0,3105.0,23%,91507.0,,
