effective_date,period,symbol,ticker,source
2024-09-30,Sep2024,BANDHANBNK,BANDHANBNK.NS,N50+NN50+CARRY
2024-09-30,Sep2024,BANKINDIA,BANKINDIA.NS,N50+NN50+CARRY
2024-09-30,Sep2024,BATAINDIA,BATAINDIA.NS,N50+NN50+CARRY
2024-09-30,Sep2024,BERGEPAINT,BERGEPAINT.NS,N50+NN50+CARRY
2024-09-30,Sep2024,BHARATFORG,BHARATFORG.NS,N50+NN50+CARRY
2024-09-30,Sep2024,BIOCON,BIOCON.NS,N50+NN50+CARRY
2024-09-30,Sep2024,CLEAN,CLEAN.NS,N50+NN50+CARRY
2024-09-30,Sep2024,COFORGE,COFORGE.NS,N50+NN50+CARRY
2024-09-30,Sep2024,COLPAL,COLPAL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,CONCOR,CONCOR.NS,N50+NN50+CARRY
2024-09-30,Sep2024,COROMANDEL,COROMANDEL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,CROMPTON,CROMPTON.NS,N50+NN50+CARRY
2024-09-30,Sep2024,CUMMINSIND,CUMMINSIND.NS,N50+NN50+CARRY
2024-09-30,Sep2024,DEEPAKNTR,DEEPAKNTR.NS,N50+NN50+CARRY
2024-09-30,Sep2024,DIXON,DIXON.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LALPATHLAB,LALPATHLAB.NS,N50+NN50+CARRY
2024-09-30,Sep2024,EMAMILTD,EMAMILTD.NS,N50+NN50+CARRY
2024-09-30,Sep2024,ESCORTS,ESCORTS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,EXIDEIND,EXIDEIND.NS,N50+NN50+CARRY
2024-09-30,Sep2024,NYKAA,NYKAA.NS,N50+NN50+CARRY
2024-09-30,Sep2024,FEDERALBNK,FEDERALBNK.NS,N50+NN50+CARRY
2024-09-30,Sep2024,FORTIS,FORTIS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,GLAND,GLAND.NS,N50+NN50+CARRY
2024-09-30,Sep2024,GLENMARK,GLENMARK.NS,N50+NN50+CARRY
2024-09-30,Sep2024,GODREJPROP,GODREJPROP.NS,N50+NN50+CARRY
2024-09-30,Sep2024,GUJGASLTD,GUJGASLTD.NS,N50+NN50+CARRY
2024-09-30,Sep2024,GSPL,GSPL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,HDFCAMC,HDFCAMC.NS,N50+NN50+CARRY
2024-09-30,Sep2024,HINDPETRO,HINDPETRO.NS,N50+NN50+CARRY
2024-09-30,Sep2024,HINDZINC,HINDZINC.NS,N50+NN50+CARRY
2024-09-30,Sep2024,ISEC,ISEC.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IDBI,IDBI.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IDFCFIRSTB,IDFCFIRSTB.NS,N50+NN50+CARRY
2024-09-30,Sep2024,INDIAMART,INDIAMART.NS,N50+NN50+CARRY
2024-09-30,Sep2024,INDIANB,INDIANB.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IEX,IEX.NS,N50+NN50+CARRY
2024-09-30,Sep2024,INDHOTEL,INDHOTEL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IGL,IGL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,INDUSTOWER,INDUSTOWER.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IPCALAB,IPCALAB.NS,N50+NN50+CARRY
2024-09-30,Sep2024,JSWENERGY,JSWENERGY.NS,N50+NN50+CARRY
2024-09-30,Sep2024,JUBLFOOD,JUBLFOOD.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LTF,LTF.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LTTS,LTTS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LICHSGFIN,LICHSGFIN.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LAURUSLABS,LAURUSLABS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,LUPIN,LUPIN.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MRF,MRF.NS,N50+NN50+CARRY
2024-09-30,Sep2024,M&MFIN,M&MFIN.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MANAPPURAM,MANAPPURAM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MARICO,MARICO.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MFSL,MFSL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MAXHEALTH,MAXHEALTH.NS,N50+NN50+CARRY
2024-09-30,Sep2024,METROPOLIS,METROPOLIS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MPHASIS,MPHASIS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,MUTHOOTFIN,MUTHOOTFIN.NS,N50+NN50+CARRY
2024-09-30,Sep2024,NMDC,NMDC.NS,N50+NN50+CARRY
2024-09-30,Sep2024,NATIONALUM,NATIONALUM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,NAVINFLUOR,NAVINFLUOR.NS,N50+NN50+CARRY
2024-09-30,Sep2024,NAM-INDIA,NAM-INDIA.NS,N50+NN50+CARRY
2024-09-30,Sep2024,OBEROIRLTY,OBEROIRLTY.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PAYTM,PAYTM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,OFSS,OFSS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,POLICYBZR,POLICYBZR.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PIIND,PIIND.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PAGEIND,PAGEIND.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PERSISTENT,PERSISTENT.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PETRONET,PETRONET.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PEL,PEL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,POLYCAB,POLYCAB.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PRESTIGE,PRESTIGE.NS,N50+NN50+CARRY
2024-09-30,Sep2024,PGHH,PGHH.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SBICARD,SBICARD.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SRF,SRF.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SONACOMS,SONACOMS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SAIL,SAIL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SUNTV,SUNTV.NS,N50+NN50+CARRY
2024-09-30,Sep2024,SYNGENE,SYNGENE.NS,N50+NN50+CARRY
2024-09-30,Sep2024,TATACHEM,TATACHEM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,TATACOMM,TATACOMM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,TATAELXSI,TATAELXSI.NS,N50+NN50+CARRY
2024-09-30,Sep2024,RAMCOCEM,RAMCOCEM.NS,N50+NN50+CARRY
2024-09-30,Sep2024,TORNTPOWER,TORNTPOWER.NS,N50+NN50+CARRY
2024-09-30,Sep2024,TRIDENT,TRIDENT.NS,N50+NN50+CARRY
2024-09-30,Sep2024,UPL,UPL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,UBL,UBL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,IDEA,IDEA.NS,N50+NN50+CARRY
2024-09-30,Sep2024,VOLTAS,VOLTAS.NS,N50+NN50+CARRY
2024-09-30,Sep2024,WHIRLPOOL,WHIRLPOOL.NS,N50+NN50+CARRY
2024-09-30,Sep2024,YESBANK,YESBANK.NS,N50+NN50+CARRY
2024-09-30,Sep2024,ZEEL,ZEEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIPORTS,ADANIPORTS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,APOLLOHOSP,APOLLOHOSP.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ASIANPAINT,ASIANPAINT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,AXISBANK,AXISBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BAJAJ-AUTO,BAJAJ-AUTO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BAJFINANCE,BAJFINANCE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BAJAJFINSV,BAJAJFINSV.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BEL,BEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BHARTIARTL,BHARTIARTL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CIPLA,CIPLA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,COALINDIA,COALINDIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DRREDDY,DRREDDY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,EICHERMOT,EICHERMOT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GRASIM,GRASIM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HCLTECH,HCLTECH.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HDFCBANK,HDFCBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HDFCLIFE,HDFCLIFE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HEROMOTOCO,HEROMOTOCO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HINDALCO,HINDALCO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HINDUNILVR,HINDUNILVR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ICICIBANK,ICICIBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ITC,ITC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDUSINDBK,INDUSINDBK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INFY,INFY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,JSWSTEEL,JSWSTEEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,JIOFIN,JIOFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LT,LT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,M&M,M&M.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MARUTI,MARUTI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NTPC,NTPC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NESTLEIND,NESTLEIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ONGC,ONGC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,POWERGRID,POWERGRID.NS,N50+NN50+CARRY
2025-03-31,Mar2025,RELIANCE,RELIANCE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SBILIFE,SBILIFE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SHRIRAMFIN,SHRIRAMFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SBIN,SBIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SUNPHARMA,SUNPHARMA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TCS,TCS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATACONSUM,TATACONSUM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATAMOTORS,TATAMOTORS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATASTEEL,TATASTEEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TECHM,TECHM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TITAN,TITAN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TRENT,TRENT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ULTRACEMCO,ULTRACEMCO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,WIPRO,WIPRO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ETERNAL,ETERNAL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIENSOL,ADANIENSOL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIGREEN,ADANIGREEN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIPOWER,ADANIPOWER.NS,N50+NN50+CARRY
2025-03-31,Mar2025,AMBUJACEM,AMBUJACEM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DMART,DMART.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BAJAJHLDNG,BAJAJHLDNG.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BAJAJHFL,BAJAJHFL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BANKBARODA,BANKBARODA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BPCL,BPCL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BOSCHLTD,BOSCHLTD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BRITANNIA,BRITANNIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CGPOWER,CGPOWER.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CANBK,CANBK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CHOLAFIN,CHOLAFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DLF,DLF.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DABUR,DABUR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DIVISLAB,DIVISLAB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GAIL,GAIL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GODREJCP,GODREJCP.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HAVELLS,HAVELLS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HAL,HAL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HYUNDAI,HYUNDAI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ICICIGI,ICICIGI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ICICIPRULI,ICICIPRULI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDHOTEL,INDHOTEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IOC,IOC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NAUKRI,NAUKRI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDIGO,INDIGO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,JSWENERGY,JSWENERGY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,JINDALSTEL,JINDALSTEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LTIM,LTIM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LICI,LICI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LODHA,LODHA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PIDILITIND,PIDILITIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PFC,PFC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PNB,PNB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,RECLTD,RECLTD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MOTHERSON,MOTHERSON.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SHREECEM,SHREECEM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SIEMENS,SIEMENS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SWIGGY,SWIGGY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TVSMOTOR,TVSMOTOR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATAPOWER,TATAPOWER.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TORNTPHARM,TORNTPHARM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,UNITDSPR,UNITDSPR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,VBL,VBL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,VEDL,VEDL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ZYDUSLIFE,ZYDUSLIFE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ACC,ACC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,AUBANK,AUBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,AARTIIND,AARTIIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ABBOTINDIA,ABBOTINDIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIENT,ADANIENT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ADANIGAS,ADANIGAS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ABCAPITAL,ABCAPITAL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ABFRL,ABFRL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,APLLTD,APLLTD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ALKEM,ALKEM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,APOLLOTYRE,APOLLOTYRE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ASHOKLEY,ASHOKLEY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ASTRAL,ASTRAL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,AUROPHARMA,AUROPHARMA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BANDHANBNK,BANDHANBNK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BANKINDIA,BANKINDIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BATAINDIA,BATAINDIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BERGEPAINT,BERGEPAINT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BHARATFORG,BHARATFORG.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BHEL,BHEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,BIOCON,BIOCON.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CLEAN,CLEAN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,COFORGE,COFORGE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,COLPAL,COLPAL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CONCOR,CONCOR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,COROMANDEL,COROMANDEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CROMPTON,CROMPTON.NS,N50+NN50+CARRY
2025-03-31,Mar2025,CUMMINSIND,CUMMINSIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DEEPAKNTR,DEEPAKNTR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,DIXON,DIXON.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LALPATHLAB,LALPATHLAB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,EMAMILTD,EMAMILTD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ESCORTS,ESCORTS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,EXIDEIND,EXIDEIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NYKAA,NYKAA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,FEDERALBNK,FEDERALBNK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,FORTIS,FORTIS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GLAND,GLAND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GLENMARK,GLENMARK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GODREJPROP,GODREJPROP.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GUJGASLTD,GUJGASLTD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,GSPL,GSPL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HDFCAMC,HDFCAMC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HINDPETRO,HINDPETRO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,HINDZINC,HINDZINC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ISEC,ISEC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IDBI,IDBI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IDFCFIRSTB,IDFCFIRSTB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDIAMART,INDIAMART.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDIANB,INDIANB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IEX,IEX.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IRCTC,IRCTC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IGL,IGL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,INDUSTOWER,INDUSTOWER.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IPCALAB,IPCALAB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,JUBLFOOD,JUBLFOOD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,KOTAKBANK,KOTAKBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LTF,LTF.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LTTS,LTTS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LICHSGFIN,LICHSGFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LAURUSLABS,LAURUSLABS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,LUPIN,LUPIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MRF,MRF.NS,N50+NN50+CARRY
2025-03-31,Mar2025,M&MFIN,M&MFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MANAPPURAM,MANAPPURAM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MARICO,MARICO.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MFSL,MFSL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MAXHEALTH,MAXHEALTH.NS,N50+NN50+CARRY
2025-03-31,Mar2025,METROPOLIS,METROPOLIS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MPHASIS,MPHASIS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,MUTHOOTFIN,MUTHOOTFIN.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NMDC,NMDC.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NATIONALUM,NATIONALUM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NAVINFLUOR,NAVINFLUOR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,NAM-INDIA,NAM-INDIA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,OBEROIRLTY,OBEROIRLTY.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PAYTM,PAYTM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,OFSS,OFSS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,POLICYBZR,POLICYBZR.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PIIND,PIIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PAGEIND,PAGEIND.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PERSISTENT,PERSISTENT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PETRONET,PETRONET.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PEL,PEL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,POLYCAB,POLYCAB.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PRESTIGE,PRESTIGE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,PGHH,PGHH.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SBICARD,SBICARD.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SRF,SRF.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SONACOMS,SONACOMS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SAIL,SAIL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SUNTV,SUNTV.NS,N50+NN50+CARRY
2025-03-31,Mar2025,SYNGENE,SYNGENE.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATACHEM,TATACHEM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATACOMM,TATACOMM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TATAELXSI,TATAELXSI.NS,N50+NN50+CARRY
2025-03-31,Mar2025,RAMCOCEM,RAMCOCEM.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TORNTPOWER,TORNTPOWER.NS,N50+NN50+CARRY
2025-03-31,Mar2025,TRIDENT,TRIDENT.NS,N50+NN50+CARRY
2025-03-31,Mar2025,UPL,UPL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,UNIONBANK,UNIONBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,UBL,UBL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,IDEA,IDEA.NS,N50+NN50+CARRY
2025-03-31,Mar2025,VOLTAS,VOLTAS.NS,N50+NN50+CARRY
2025-03-31,Mar2025,WHIRLPOOL,WHIRLPOOL.NS,N50+NN50+CARRY
2025-03-31,Mar2025,YESBANK,YESBANK.NS,N50+NN50+CARRY
2025-03-31,Mar2025,ZEEL,ZEEL.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ADANIPORTS,ADANIPORTS.NS,N50+NN50+CARRY
2025-09-30,Sep2025,APOLLOHOSP,APOLLOHOSP.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ASIANPAINT,ASIANPAINT.NS,N50+NN50+CARRY
2025-09-30,Sep2025,AXISBANK,AXISBANK.NS,N50+NN50+CARRY
2025-09-30,Sep2025,BAJAJ-AUTO,BAJAJ-AUTO.NS,N50+NN50+CARRY
2025-09-30,Sep2025,BAJFINANCE,BAJFINANCE.NS,N50+NN50+CARRY
2025-09-30,Sep2025,BAJAJFINSV,BAJAJFINSV.NS,N50+NN50+CARRY
2025-09-30,Sep2025,BEL,BEL.NS,N50+NN50+CARRY
2025-09-30,Sep2025,BHARTIARTL,BHARTIARTL.NS,N50+NN50+CARRY
2025-09-30,Sep2025,CIPLA,CIPLA.NS,N50+NN50+CARRY
2025-09-30,Sep2025,COALINDIA,COALINDIA.NS,N50+NN50+CARRY
2025-09-30,Sep2025,DRREDDY,DRREDDY.NS,N50+NN50+CARRY
2025-09-30,Sep2025,EICHERMOT,EICHERMOT.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ETERNAL,ETERNAL.NS,N50+NN50+CARRY
2025-09-30,Sep2025,GRASIM,GRASIM.NS,N50+NN50+CARRY
2025-09-30,Sep2025,HCLTECH,HCLTECH.NS,N50+NN50+CARRY
2025-09-30,Sep2025,HDFCBANK,HDFCBANK.NS,N50+NN50+CARRY
2025-09-30,Sep2025,HDFCLIFE,HDFCLIFE.NS,N50+NN50+CARRY
2025-09-30,Sep2025,HINDALCO,HINDALCO.NS,N50+NN50+CARRY
2025-09-30,Sep2025,HINDUNILVR,HINDUNILVR.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ICICIBANK,ICICIBANK.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ITC,ITC.NS,N50+NN50+CARRY
2025-09-30,Sep2025,INFY,INFY.NS,N50+NN50+CARRY
2025-09-30,Sep2025,INDIGO,INDIGO.NS,N50+NN50+CARRY
2025-09-30,Sep2025,JSWSTEEL,JSWSTEEL.NS,N50+NN50+CARRY
2025-09-30,Sep2025,JIOFIN,JIOFIN.NS,N50+NN50+CARRY
2025-09-30,Sep2025,LT,LT.NS,N50+NN50+CARRY
2025-09-30,Sep2025,M&M,M&M.NS,N50+NN50+CARRY
2025-09-30,Sep2025,MARUTI,MARUTI.NS,N50+NN50+CARRY
2025-09-30,Sep2025,MAXHEALTH,MAXHEALTH.NS,N50+NN50+CARRY
2025-09-30,Sep2025,NTPC,NTPC.NS,N50+NN50+CARRY
2025-09-30,Sep2025,NESTLEIND,NESTLEIND.NS,N50+NN50+CARRY
2025-09-30,Sep2025,ONGC,ONGC.NS,N50+NN50+CARRY
2025-09-30,Sep2025,POWERGRID,POWERGRID.NS,N50+NN50+CARRY
2025-09-30,Sep2025,RELIANCE,RELIANCE.NS,N50+NN50+CARRY
2025-09-30,Sep2025,SBILIFE,SBILIFE.NS,N50+NN50+CARRY
2025-09-30,Sep2025,SHRIRAMFIN,SHRIRAMFIN.NS,N50+NN50+CARRY
