ticker,effective_date
UNIONBANK.NS,2023-03-31
UPL.NS,2023-03-31
VBL.NS,2023-03-31
VEDL.NS,2023-03-31
VOLTAS.NS,2023-03-31
WHIRLPOOL.NS,2023-03-31
WIPRO.NS,2023-03-31
YESBANK.NS,2023-03-31
ZEEL.NS,2023-03-31
ZYDUSLIFE.NS,2023-03-31
AARTIIND.NS,2023-09-29
ABBOTINDIA.NS,2023-09-29
ABCAPITAL.NS,2023-09-29
ABFRL.NS,2023-09-29
ACC.NS,2023-09-29
ADANIENSOL.NS,2023-09-29
ADANIENT.NS,2023-09-29
ADANIGAS.NS,2023-09-29
ADANIGREEN.NS,2023-09-29
ADANIPORTS.NS,2023-09-29
ALKEM.NS,2023-09-29
AMBUJACEM.NS,2023-09-29
APLLTD.NS,2023-09-29
APOLLOHOSP.NS,2023-09-29
APOLLOTYRE.NS,2023-09-29
ASHOKLEY.NS,2023-09-29
ASIANPAINT.NS,2023-09-29
ASTRAL.NS,2023-09-29
AUBANK.NS,2023-09-29
AUROPHARMA.NS,2023-09-29
AXISBANK.NS,2023-09-29
BAJAJ-AUTO.NS,2023-09-29
BAJAJFINSV.NS,2023-09-29
BAJAJHLDNG.NS,2023-09-29
BAJFINANCE.NS,2023-09-29
BANDHANBNK.NS,2023-09-29
BANKBARODA.NS,2023-09-29
BANKINDIA.NS,2023-09-29
BATAINDIA.NS,2023-09-29
BEL.NS,2023-09-29
BERGEPAINT.NS,2023-09-29
BHARATFORG.NS,2023-09-29
BHARTIARTL.NS,2023-09-29
BHEL.NS,2023-09-29
BIOCON.NS,2023-09-29
BOSCHLTD.NS,2023-09-29
BPCL.NS,2023-09-29
BRITANNIA.NS,2023-09-29
CANBK.NS,2023-09-29
CHOLAFIN.NS,2023-09-29
CIPLA.NS,2023-09-29
CLEAN.NS,2023-09-29
COALINDIA.NS,2023-09-29
COFORGE.NS,2023-09-29
COLPAL.NS,2023-09-29
CONCOR.NS,2023-09-29
COROMANDEL.NS,2023-09-29
CROMPTON.NS,2023-09-29
CUMMINSIND.NS,2023-09-29
DABUR.NS,2023-09-29
DEEPAKNTR.NS,2023-09-29
DIVISLAB.NS,2023-09-29
DIXON.NS,2023-09-29
DLF.NS,2023-09-29
DMART.NS,2023-09-29
DRREDDY.NS,2023-09-29
EICHERMOT.NS,2023-09-29
EMAMILTD.NS,2023-09-29
ESCORTS.NS,2023-09-29
ETERNAL.NS,2023-09-29
EXIDEIND.NS,2023-09-29
FEDERALBNK.NS,2023-09-29
FORTIS.NS,2023-09-29
GAIL.NS,2023-09-29
GLAND.NS,2023-09-29
GLENMARK.NS,2023-09-29
GODREJCP.NS,2023-09-29
GODREJPROP.NS,2023-09-29
GRASIM.NS,2023-09-29
GSPL.NS,2023-09-29
GUJGASLTD.NS,2023-09-29
HAL.NS,2023-09-29
HAVELLS.NS,2023-09-29
HCLTECH.NS,2023-09-29
HDFCAMC.NS,2023-09-29
HDFCBANK.NS,2023-09-29
HDFCLIFE.NS,2023-09-29
HEROMOTOCO.NS,2023-09-29
HINDALCO.NS,2023-09-29
HINDPETRO.NS,2023-09-29
HINDUNILVR.NS,2023-09-29
HINDZINC.NS,2023-09-29
ICICIBANK.NS,2023-09-29
ICICIGI.NS,2023-09-29
ICICIPRULI.NS,2023-09-29
IDBI.NS,2023-09-29
IDEA.NS,2023-09-29
IDFCFIRSTB.NS,2023-09-29
IEX.NS,2023-09-29
IGL.NS,2023-09-29
INDHOTEL.NS,2023-09-29
INDIAMART.NS,2023-09-29
INDIANB.NS,2023-09-29
INDIGO.NS,2023-09-29
INDUSINDBK.NS,2023-09-29
INDUSTOWER.NS,2023-09-29
INFY.NS,2023-09-29
IOC.NS,2023-09-29
IPCALAB.NS,2023-09-29
IRCTC.NS,2023-09-29
ISEC.NS,2023-09-29
ITC.NS,2023-09-29
JINDALSTEL.NS,2023-09-29
JSWENERGY.NS,2023-09-29
JUBLFOOD.NS,2023-09-29
KOTAKBANK.NS,2023-09-29
LALPATHLAB.NS,2023-09-29
LAURUSLABS.NS,2023-09-29
LICHSGFIN.NS,2023-09-29
LT.NS,2023-09-29
LTF.NS,2023-09-29
LTIM.NS,2023-09-29
LTTS.NS,2023-09-29
LUPIN.NS,2023-09-29
M&M.NS,2023-09-29
M&MFIN.NS,2023-09-29
MANAPPURAM.NS,2023-09-29
MARICO.NS,2023-09-29
MARUTI.NS,2023-09-29
MAXHEALTH.NS,2023-09-29
METROPOLIS.NS,2023-09-29
MFSL.NS,2023-09-29
MPHASIS.NS,2023-09-29
MRF.NS,2023-09-29
MUTHOOTFIN.NS,2023-09-29
NAM-INDIA.NS,2023-09-29
NATIONALUM.NS,2023-09-29
NAUKRI.NS,2023-09-29
NAVINFLUOR.NS,2023-09-29
NESTLEIND.NS,2023-09-29
NMDC.NS,2023-09-29
NTPC.NS,2023-09-29
NYKAA.NS,2023-09-29
OBEROIRLTY.NS,2023-09-29
OFSS.NS,2023-09-29
ONGC.NS,2023-09-29
PAGEIND.NS,2023-09-29
PAYTM.NS,2023-09-29
PEL.NS,2023-09-29
PERSISTENT.NS,2023-09-29
PETRONET.NS,2023-09-29
PFC.NS,2023-09-29
PGHH.NS,2023-09-29
PIDILITIND.NS,2023-09-29
PIIND.NS,2023-09-29
PNB.NS,2023-09-29
POLICYBZR.NS,2023-09-29
POLYCAB.NS,2023-09-29
POWERGRID.NS,2023-09-29
PRESTIGE.NS,2023-09-29
RAMCOCEM.NS,2023-09-29
RECLTD.NS,2023-09-29
RELIANCE.NS,2023-09-29
SAIL.NS,2023-09-29
SBICARD.NS,2023-09-29
SBILIFE.NS,2023-09-29
SBIN.NS,2023-09-29
SHREECEM.NS,2023-09-29
SHRIRAMFIN.NS,2023-09-29
SONACOMS.NS,2023-09-29
SRF.NS,2023-09-29
SUNPHARMA.NS,2023-09-29
SUNTV.NS,2023-09-29
SYNGENE.NS,2023-09-29
TATACHEM.NS,2023-09-29
TATACOMM.NS,2023-09-29
TATACONSUM.NS,2023-09-29
TATAELXSI.NS,2023-09-29
TATAMOTORS.NS,2023-09-29
TATAPOWER.NS,2023-09-29
TATASTEEL.NS,2023-09-29
TCS.NS,2023-09-29
TECHM.NS,2023-09-29
TITAN.NS,2023-09-29
TORNTPHARM.NS,2023-09-29
TORNTPOWER.NS,2023-09-29
TRENT.NS,2023-09-29
TRIDENT.NS,2023-09-29
TVSMOTOR.NS,2023-09-29
UBL.NS,2023-09-29
ULTRACEMCO.NS,2023-09-29
UNIONBANK.NS,2023-09-29
UPL.NS,2023-09-29
VBL.NS,2023-09-29
VEDL.NS,2023-09-29
VOLTAS.NS,2023-09-29
WHIRLPOOL.NS,2023-09-29
WIPRO.NS,2023-09-29
YESBANK.NS,2023-09-29
ZEEL.NS,2023-09-29
ZYDUSLIFE.NS,2023-09-29
AARTIIND.NS,2024-03-28
ABBOTINDIA.NS,2024-03-28
ABCAPITAL.NS,2024-03-28
ABFRL.NS,2024-03-28
ACC.NS,2024-03-28
ADANIENSOL.NS,2024-03-28
ADANIENT.NS,2024-03-28
ADANIGAS.NS,2024-03-28
ADANIGREEN.NS,2024-03-28
ADANIPORTS.NS,2024-03-28
ALKEM.NS,2024-03-28
AMBUJACEM.NS,2024-03-28
APLLTD.NS,2024-03-28
APOLLOHOSP.NS,2024-03-28
APOLLOTYRE.NS,2024-03-28
ASHOKLEY.NS,2024-03-28
ASIANPAINT.NS,2024-03-28
ASTRAL.NS,2024-03-28
AUBANK.NS,2024-03-28
AUROPHARMA.NS,2024-03-28
AXISBANK.NS,2024-03-28
BAJAJ-AUTO.NS,2024-03-28
BAJAJFINSV.NS,2024-03-28
BAJAJHLDNG.NS,2024-03-28
BAJFINANCE.NS,2024-03-28
BANDHANBNK.NS,2024-03-28
BANKBARODA.NS,2024-03-28
BANKINDIA.NS,2024-03-28
BATAINDIA.NS,2024-03-28
BEL.NS,2024-03-28
BERGEPAINT.NS,2024-03-28
BHARATFORG.NS,2024-03-28
BHARTIARTL.NS,2024-03-28
BHEL.NS,2024-03-28
BIOCON.NS,2024-03-28
BOSCHLTD.NS,2024-03-28
BPCL.NS,2024-03-28
BRITANNIA.NS,2024-03-28
CANBK.NS,2024-03-28
CHOLAFIN.NS,2024-03-28
CIPLA.NS,2024-03-28
CLEAN.NS,2024-03-28
COALINDIA.NS,2024-03-28
COFORGE.NS,2024-03-28
COLPAL.NS,2024-03-28
CONCOR.NS,2024-03-28
COROMANDEL.NS,2024-03-28
CROMPTON.NS,2024-03-28
CUMMINSIND.NS,2024-03-28
DABUR.NS,2024-03-28
DEEPAKNTR.NS,2024-03-28
DIVISLAB.NS,2024-03-28
DIXON.NS,2024-03-28
DLF.NS,2024-03-28
DMART.NS,2024-03-28
DRREDDY.NS,2024-03-28
EICHERMOT.NS,2024-03-28
EMAMILTD.NS,2024-03-28
ESCORTS.NS,2024-03-28
ETERNAL.NS,2024-03-28
EXIDEIND.NS,2024-03-28
FEDERALBNK.NS,2024-03-28
FORTIS.NS,2024-03-28
GAIL.NS,2024-03-28
GLAND.NS,2024-03-28
GLENMARK.NS,2024-03-28
GODREJCP.NS,2024-03-28
GODREJPROP.NS,2024-03-28
GRASIM.NS,2024-03-28
GSPL.NS,2024-03-28
GUJGASLTD.NS,2024-03-28
HAL.NS,2024-03-28
HAVELLS.NS,2024-03-28
HCLTECH.NS,2024-03-28
HDFCAMC.NS,2024-03-28
HDFCBANK.NS,2024-03-28
HDFCLIFE.NS,2024-03-28
HEROMOTOCO.NS,2024-03-28
HINDALCO.NS,2024-03-28
HINDPETRO.NS,2024-03-28
HINDUNILVR.NS,2024-03-28
HINDZINC.NS,2024-03-28
ICICIBANK.NS,2024-03-28
ICICIGI.NS,2024-03-28
ICICIPRULI.NS,2024-03-28
IDBI.NS,2024-03-28
IDEA.NS,2024-03-28
IDFCFIRSTB.NS,2024-03-28
IEX.NS,2024-03-28
IGL.NS,2024-03-28
INDHOTEL.NS,2024-03-28
INDIAMART.NS,2024-03-28
INDIANB.NS,2024-03-28
INDIGO.NS,2024-03-28
INDUSINDBK.NS,2024-03-28
INDUSTOWER.NS,2024-03-28
INFY.NS,2024-03-28
IOC.NS,2024-03-28
IPCALAB.NS,2024-03-28
IRCTC.NS,2024-03-28
ISEC.NS,2024-03-28
ITC.NS,2024-03-28
JINDALSTEL.NS,2024-03-28
JSWENERGY.NS,2024-03-28
JUBLFOOD.NS,2024-03-28
KOTAKBANK.NS,2024-03-28
LALPATHLAB.NS,2024-03-28
LAURUSLABS.NS,2024-03-28
LICHSGFIN.NS,2024-03-28
LT.NS,2024-03-28
LTF.NS,2024-03-28
LTIM.NS,2024-03-28
LTTS.NS,2024-03-28
LUPIN.NS,2024-03-28
M&M.NS,2024-03-28
M&MFIN.NS,2024-03-28
MANAPPURAM.NS,2024-03-28
MARICO.NS,2024-03-28
MARUTI.NS,2024-03-28
MAXHEALTH.NS,2024-03-28
METROPOLIS.NS,2024-03-28
MFSL.NS,2024-03-28
MPHASIS.NS,2024-03-28
MRF.NS,2024-03-28
MUTHOOTFIN.NS,2024-03-28
NAM-INDIA.NS,2024-03-28
NATIONALUM.NS,2024-03-28
NAUKRI.NS,2024-03-28
NAVINFLUOR.NS,2024-03-28
NESTLEIND.NS,2024-03-28
NMDC.NS,2024-03-28
NTPC.NS,2024-03-28
NYKAA.NS,2024-03-28
OBEROIRLTY.NS,2024-03-28
OFSS.NS,2024-03-28
ONGC.NS,2024-03-28
PAGEIND.NS,2024-03-28
PAYTM.NS,2024-03-28
PEL.NS,2024-03-28
PERSISTENT.NS,2024-03-28
PETRONET.NS,2024-03-28
PFC.NS,2024-03-28
PGHH.NS,2024-03-28
PIDILITIND.NS,2024-03-28
PIIND.NS,2024-03-28
PNB.NS,2024-03-28
POLICYBZR.NS,2024-03-28
POLYCAB.NS,2024-03-28
POWERGRID.NS,2024-03-28
PRESTIGE.NS,2024-03-28
RAMCOCEM.NS,2024-03-28
RECLTD.NS,2024-03-28
RELIANCE.NS,2024-03-28
SAIL.NS,2024-03-28
SBICARD.NS,2024-03-28
SBILIFE.NS,2024-03-28
SBIN.NS,2024-03-28
SHREECEM.NS,2024-03-28
SHRIRAMFIN.NS,2024-03-28
SONACOMS.NS,2024-03-28
SRF.NS,2024-03-28
SUNPHARMA.NS,2024-03-28
SUNTV.NS,2024-03-28
SYNGENE.NS,2024-03-28
TATACHEM.NS,2024-03-28
TATACOMM.NS,2024-03-28
TATACONSUM.NS,2024-03-28
TATAELXSI.NS,2024-03-28
TATAMOTORS.NS,2024-03-28
TATAPOWER.NS,2024-03-28
TATASTEEL.NS,2024-03-28
TCS.NS,2024-03-28
TECHM.NS,2024-03-28
TITAN.NS,2024-03-28
TORNTPHARM.NS,2024-03-28
TORNTPOWER.NS,2024-03-28
TRENT.NS,2024-03-28
TRIDENT.NS,2024-03-28
TVSMOTOR.NS,2024-03-28
UBL.NS,2024-03-28
ULTRACEMCO.NS,2024-03-28
UNIONBANK.NS,2024-03-28
UPL.NS,2024-03-28
VBL.NS,2024-03-28
VEDL.NS,2024-03-28
VOLTAS.NS,2024-03-28
WHIRLPOOL.NS,2024-03-28
WIPRO.NS,2024-03-28
YESBANK.NS,2024-03-28
ZEEL.NS,2024-03-28
ZYDUSLIFE.NS,2024-03-28
AARTIIND.NS,2024-09-30
ABBOTINDIA.NS,2024-09-30
ABCAPITAL.NS,2024-09-30
ABFRL.NS,2024-09-30
ACC.NS,2024-09-30
ADANIENSOL.NS,2024-09-30
ADANIENT.NS,2024-09-30
ADANIGAS.NS,2024-09-30
ADANIGREEN.NS,2024-09-30
ADANIPORTS.NS,2024-09-30
ADANIPOWER.NS,2024-09-30
ALKEM.NS,2024-09-30
AMBUJACEM.NS,2024-09-30
APLLTD.NS,2024-09-30
APOLLOHOSP.NS,2024-09-30
APOLLOTYRE.NS,2024-09-30
ASHOKLEY.NS,2024-09-30
ASIANPAINT.NS,2024-09-30
ASTRAL.NS,2024-09-30
AUBANK.NS,2024-09-30
AUROPHARMA.NS,2024-09-30
AXISBANK.NS,2024-09-30
BAJAJ-AUTO.NS,2024-09-30
BAJAJFINSV.NS,2024-09-30
BAJAJHLDNG.NS,2024-09-30
BAJFINANCE.NS,2024-09-30
BANDHANBNK.NS,2024-09-30
BANKBARODA.NS,2024-09-30
BANKINDIA.NS,2024-09-30
BATAINDIA.NS,2024-09-30
BEL.NS,2024-09-30
BERGEPAINT.NS,2024-09-30
BHARATFORG.NS,2024-09-30
BHARTIARTL.NS,2024-09-30
BHEL.NS,2024-09-30
BIOCON.NS,2024-09-30
BOSCHLTD.NS,2024-09-30
BPCL.NS,2024-09-30
BRITANNIA.NS,2024-09-30
CANBK.NS,2024-09-30
CHOLAFIN.NS,2024-09-30
CIPLA.NS,2024-09-30
CLEAN.NS,2024-09-30
COALINDIA.NS,2024-09-30
COFORGE.NS,2024-09-30
COLPAL.NS,2024-09-30
CONCOR.NS,2024-09-30
COROMANDEL.NS,2024-09-30
CROMPTON.NS,2024-09-30
CUMMINSIND.NS,2024-09-30
DABUR.NS,2024-09-30
DEEPAKNTR.NS,2024-09-30
DIVISLAB.NS,2024-09-30
DIXON.NS,2024-09-30
DLF.NS,2024-09-30
DMART.NS,2024-09-30
DRREDDY.NS,2024-09-30
EICHERMOT.NS,2024-09-30
EMAMILTD.NS,2024-09-30
ESCORTS.NS,2024-09-30
ETERNAL.NS,2024-09-30
EXIDEIND.NS,2024-09-30
FEDERALBNK.NS,2024-09-30
FORTIS.NS,2024-09-30
GAIL.NS,2024-09-30
GLAND.NS,2024-09-30
GLENMARK.NS,2024-09-30
GODREJCP.NS,2024-09-30
GODREJPROP.NS,2024-09-30
GRASIM.NS,2024-09-30
GSPL.NS,2024-09-30
GUJGASLTD.NS,2024-09-30
HAL.NS,2024-09-30
HAVELLS.NS,2024-09-30
HCLTECH.NS,2024-09-30
HDFCAMC.NS,2024-09-30
HDFCBANK.NS,2024-09-30
HDFCLIFE.NS,2024-09-30
HEROMOTOCO.NS,2024-09-30
HINDALCO.NS,2024-09-30
HINDPETRO.NS,2024-09-30
HINDUNILVR.NS,2024-09-30
HINDZINC.NS,2024-09-30
ICICIBANK.NS,2024-09-30
ICICIGI.NS,2024-09-30
ICICIPRULI.NS,2024-09-30
IDBI.NS,2024-09-30
IDEA.NS,2024-09-30
IDFCFIRSTB.NS,2024-09-30
IEX.NS,2024-09-30
IGL.NS,2024-09-30
INDHOTEL.NS,2024-09-30
INDIAMART.NS,2024-09-30
INDIANB.NS,2024-09-30
INDIGO.NS,2024-09-30
INDUSINDBK.NS,2024-09-30
INDUSTOWER.NS,2024-09-30
INFY.NS,2024-09-30
IOC.NS,2024-09-30
IPCALAB.NS,2024-09-30
IRCTC.NS,2024-09-30
IRFC.NS,2024-09-30
ISEC.NS,2024-09-30
ITC.NS,2024-09-30
JINDALSTEL.NS,2024-09-30
JIOFIN.NS,2024-09-30
JSWENERGY.NS,2024-09-30
JUBLFOOD.NS,2024-09-30
KOTAKBANK.NS,2024-09-30
LALPATHLAB.NS,2024-09-30
LAURUSLABS.NS,2024-09-30
LICHSGFIN.NS,2024-09-30
LICI.NS,2024-09-30
LODHA.NS,2024-09-30
LT.NS,2024-09-30
LTF.NS,2024-09-30
LTIM.NS,2024-09-30
LTTS.NS,2024-09-30
LUPIN.NS,2024-09-30
M&M.NS,2024-09-30
M&MFIN.NS,2024-09-30
MANAPPURAM.NS,2024-09-30
MARICO.NS,2024-09-30
MARUTI.NS,2024-09-30
MAXHEALTH.NS,2024-09-30
METROPOLIS.NS,2024-09-30
MFSL.NS,2024-09-30
MOTHERSON.NS,2024-09-30
MPHASIS.NS,2024-09-30
MRF.NS,2024-09-30
MUTHOOTFIN.NS,2024-09-30
NAM-INDIA.NS,2024-09-30
NATIONALUM.NS,2024-09-30
NAUKRI.NS,2024-09-30
NAVINFLUOR.NS,2024-09-30
NESTLEIND.NS,2024-09-30
NHPC.NS,2024-09-30
NMDC.NS,2024-09-30
NTPC.NS,2024-09-30
NYKAA.NS,2024-09-30
OBEROIRLTY.NS,2024-09-30
OFSS.NS,2024-09-30
ONGC.NS,2024-09-30
PAGEIND.NS,2024-09-30
PAYTM.NS,2024-09-30
PEL.NS,2024-09-30
PERSISTENT.NS,2024-09-30
PETRONET.NS,2024-09-30
PFC.NS,2024-09-30
PGHH.NS,2024-09-30
PIDILITIND.NS,2024-09-30
PIIND.NS,2024-09-30
PNB.NS,2024-09-30
POLICYBZR.NS,2024-09-30
POLYCAB.NS,2024-09-30
POWERGRID.NS,2024-09-30
PRESTIGE.NS,2024-09-30
RAMCOCEM.NS,2024-09-30
RECLTD.NS,2024-09-30
RELIANCE.NS,2024-09-30
SAIL.NS,2024-09-30
SBICARD.NS,2024-09-30
SBILIFE.NS,2024-09-30
SBIN.NS,2024-09-30
SHREECEM.NS,2024-09-30
SHRIRAMFIN.NS,2024-09-30
SIEMENS.NS,2024-09-30
SONACOMS.NS,2024-09-30
SRF.NS,2024-09-30
SUNPHARMA.NS,2024-09-30
SUNTV.NS,2024-09-30
SYNGENE.NS,2024-09-30
TATACHEM.NS,2024-09-30
TATACOMM.NS,2024-09-30
TATACONSUM.NS,2024-09-30
TATAELXSI.NS,2024-09-30
TATAMOTORS.NS,2024-09-30
TATAPOWER.NS,2024-09-30
TATASTEEL.NS,2024-09-30
TCS.NS,2024-09-30
TECHM.NS,2024-09-30
TITAN.NS,2024-09-30
TORNTPHARM.NS,2024-09-30
TORNTPOWER.NS,2024-09-30
TRENT.NS,2024-09-30
TRIDENT.NS,2024-09-30
TVSMOTOR.NS,2024-09-30
UBL.NS,2024-09-30
ULTRACEMCO.NS,2024-09-30
UNIONBANK.NS,2024-09-30
UNITDSPR.NS,2024-09-30
UPL.NS,2024-09-30
VBL.NS,2024-09-30
VEDL.NS,2024-09-30
VOLTAS.NS,2024-09-30
WHIRLPOOL.NS,2024-09-30
WIPRO.NS,2024-09-30
YESBANK.NS,2024-09-30
ZEEL.NS,2024-09-30
ZYDUSLIFE.NS,2024-09-30
AARTIIND.NS,2025-03-31
ABBOTINDIA.NS,2025-03-31
ABCAPITAL.NS,2025-03-31
ABFRL.NS,2025-03-31
ACC.NS,2025-03-31
ADANIENSOL.NS,2025-03-31
ADANIENT.NS,2025-03-31
ADANIGAS.NS,2025-03-31
ADANIGREEN.NS,2025-03-31
ADANIPORTS.NS,2025-03-31
ADANIPOWER.NS,2025-03-31
ALKEM.NS,2025-03-31
AMBUJACEM.NS,2025-03-31
APLLTD.NS,2025-03-31
APOLLOHOSP.NS,2025-03-31
APOLLOTYRE.NS,2025-03-31
ASHOKLEY.NS,2025-03-31
ASIANPAINT.NS,2025-03-31
ASTRAL.NS,2025-03-31
AUBANK.NS,2025-03-31
AUROPHARMA.NS,2025-03-31
AXISBANK.NS,2025-03-31
BAJAJ-AUTO.NS,2025-03-31
BAJAJFINSV.NS,2025-03-31
BAJAJHFL.NS,2025-03-31
BAJAJHLDNG.NS,2025-03-31
BAJFINANCE.NS,2025-03-31
BANDHANBNK.NS,2025-03-31
BANKBARODA.NS,2025-03-31
BANKINDIA.NS,2025-03-31
BATAINDIA.NS,2025-03-31
BEL.NS,2025-03-31
BERGEPAINT.NS,2025-03-31
BHARATFORG.NS,2025-03-31
BHARTIARTL.NS,2025-03-31
BHEL.NS,2025-03-31
BIOCON.NS,2025-03-31
BOSCHLTD.NS,2025-03-31
BPCL.NS,2025-03-31
BRITANNIA.NS,2025-03-31
CANBK.NS,2025-03-31
CGPOWER.NS,2025-03-31
CHOLAFIN.NS,2025-03-31
CIPLA.NS,2025-03-31
CLEAN.NS,2025-03-31
COALINDIA.NS,2025-03-31
COFORGE.NS,2025-03-31
COLPAL.NS,2025-03-31
CONCOR.NS,2025-03-31
COROMANDEL.NS,2025-03-31
CROMPTON.NS,2025-03-31
CUMMINSIND.NS,2025-03-31
DABUR.NS,2025-03-31
DEEPAKNTR.NS,2025-03-31
DIVISLAB.NS,2025-03-31
DIXON.NS,2025-03-31
DLF.NS,2025-03-31
DMART.NS,2025-03-31
DRREDDY.NS,2025-03-31
EICHERMOT.NS,2025-03-31
EMAMILTD.NS,2025-03-31
ESCORTS.NS,2025-03-31
ETERNAL.NS,2025-03-31
EXIDEIND.NS,2025-03-31
FEDERALBNK.NS,2025-03-31
FORTIS.NS,2025-03-31
GAIL.NS,2025-03-31
GLAND.NS,2025-03-31
GLENMARK.NS,2025-03-31
GODREJCP.NS,2025-03-31
GODREJPROP.NS,2025-03-31
GRASIM.NS,2025-03-31
GSPL.NS,2025-03-31
GUJGASLTD.NS,2025-03-31
HAL.NS,2025-03-31
HAVELLS.NS,2025-03-31
HCLTECH.NS,2025-03-31
HDFCAMC.NS,2025-03-31
HDFCBANK.NS,2025-03-31
HDFCLIFE.NS,2025-03-31
HEROMOTOCO.NS,2025-03-31
HINDALCO.NS,2025-03-31
HINDPETRO.NS,2025-03-31
HINDUNILVR.NS,2025-03-31
HINDZINC.NS,2025-03-31
HYUNDAI.NS,2025-03-31
ICICIBANK.NS,2025-03-31
ICICIGI.NS,2025-03-31
ICICIPRULI.NS,2025-03-31
IDBI.NS,2025-03-31
IDEA.NS,2025-03-31
IDFCFIRSTB.NS,2025-03-31
IEX.NS,2025-03-31
IGL.NS,2025-03-31
INDHOTEL.NS,2025-03-31
INDIAMART.NS,2025-03-31
INDIANB.NS,2025-03-31
INDIGO.NS,2025-03-31
INDUSINDBK.NS,2025-03-31
INDUSTOWER.NS,2025-03-31
INFY.NS,2025-03-31
IOC.NS,2025-03-31
IPCALAB.NS,2025-03-31
IRCTC.NS,2025-03-31
ISEC.NS,2025-03-31
ITC.NS,2025-03-31
JINDALSTEL.NS,2025-03-31
JIOFIN.NS,2025-03-31
JSWENERGY.NS,2025-03-31
JSWSTEEL.NS,2025-03-31
JUBLFOOD.NS,2025-03-31
KOTAKBANK.NS,2025-03-31
LALPATHLAB.NS,2025-03-31
LAURUSLABS.NS,2025-03-31
LICHSGFIN.NS,2025-03-31
LICI.NS,2025-03-31
LODHA.NS,2025-03-31
LT.NS,2025-03-31
LTF.NS,2025-03-31
LTIM.NS,2025-03-31
LTTS.NS,2025-03-31
LUPIN.NS,2025-03-31
M&M.NS,2025-03-31
M&MFIN.NS,2025-03-31
MANAPPURAM.NS,2025-03-31
MARICO.NS,2025-03-31
MARUTI.NS,2025-03-31
MAXHEALTH.NS,2025-03-31
METROPOLIS.NS,2025-03-31
MFSL.NS,2025-03-31
MOTHERSON.NS,2025-03-31
MPHASIS.NS,2025-03-31
MRF.NS,2025-03-31
MUTHOOTFIN.NS,2025-03-31
NAM-INDIA.NS,2025-03-31
NATIONALUM.NS,2025-03-31
NAUKRI.NS,2025-03-31
NAVINFLUOR.NS,2025-03-31
NESTLEIND.NS,2025-03-31
NMDC.NS,2025-03-31
NTPC.NS,2025-03-31
NYKAA.NS,2025-03-31
OBEROIRLTY.NS,2025-03-31
OFSS.NS,2025-03-31
ONGC.NS,2025-03-31
PAGEIND.NS,2025-03-31
PAYTM.NS,2025-03-31
PEL.NS,2025-03-31
PERSISTENT.NS,2025-03-31
PETRONET.NS,2025-03-31
PFC.NS,2025-03-31
PGHH.NS,2025-03-31
PIDILITIND.NS,2025-03-31
PIIND.NS,2025-03-31
PNB.NS,2025-03-31
POLICYBZR.NS,2025-03-31
POLYCAB.NS,2025-03-31
POWERGRID.NS,2025-03-31
PRESTIGE.NS,2025-03-31
RAMCOCEM.NS,2025-03-31
RECLTD.NS,2025-03-31
RELIANCE.NS,2025-03-31
SAIL.NS,2025-03-31
SBICARD.NS,2025-03-31
SBILIFE.NS,2025-03-31
SBIN.NS,2025-03-31
SHREECEM.NS,2025-03-31
SHRIRAMFIN.NS,2025-03-31
SIEMENS.NS,2025-03-31
SONACOMS.NS,2025-03-31
SRF.NS,2025-03-31
SUNPHARMA.NS,2025-03-31
SUNTV.NS,2025-03-31
SWIGGY.NS,2025-03-31
SYNGENE.NS,2025-03-31
TATACHEM.NS,2025-03-31
TATACOMM.NS,2025-03-31
TATACONSUM.NS,2025-03-31
TATAELXSI.NS,2025-03-31
TATAMOTORS.NS,2025-03-31
TATAPOWER.NS,2025-03-31
TATASTEEL.NS,2025-03-31
TCS.NS,2025-03-31
TECHM.NS,2025-03-31
TITAN.NS,2025-03-31
TORNTPHARM.NS,2025-03-31
TORNTPOWER.NS,2025-03-31
TRENT.NS,2025-03-31
TRIDENT.NS,2025-03-31
TVSMOTOR.NS,2025-03-31
UBL.NS,2025-03-31
ULTRACEMCO.NS,2025-03-31
UNIONBANK.NS,2025-03-31
UNITDSPR.NS,2025-03-31
UPL.NS,2025-03-31
VBL.NS,2025-03-31
VEDL.NS,2025-03-31
VOLTAS.NS,2025-03-31
WHIRLPOOL.NS,2025-03-31
WIPRO.NS,2025-03-31
YESBANK.NS,2025-03-31
ZEEL.NS,2025-03-31
ZYDUSLIFE.NS,2025-03-31
AARTIIND.NS,2025-09-30
ABBOTINDIA.NS,2025-09-30
ABCAPITAL.NS,2025-09-30
ABFRL.NS,2025-09-30
ACC.NS,2025-09-30
ADANIENSOL.NS,2025-09-30
ADANIENT.NS,2025-09-30
ADANIGAS.NS,2025-09-30
ADANIGREEN.NS,2025-09-30
ADANIPORTS.NS,2025-09-30
ADANIPOWER.NS,2025-09-30
ALKEM.NS,2025-09-30
AMBUJACEM.NS,2025-09-30
APLLTD.NS,2025-09-30
APOLLOHOSP.NS,2025-09-30
APOLLOTYRE.NS,2025-09-30
ASHOKLEY.NS,2025-09-30
ASIANPAINT.NS,2025-09-30
ASTRAL.NS,2025-09-30
AUBANK.NS,2025-09-30
AUROPHARMA.NS,2025-09-30
AXISBANK.NS,2025-09-30
BAJAJ-AUTO.NS,2025-09-30
